feature,importance
doy_cos,0.06487685469447571
pm25_roll_mean_3,0.03913615764217606
aqi_roll_mean_7,0.03889042660047234
pm25_roll_mean_14,0.03677414859091215
aqi_roll_mean_14,0.035619053859035604
aqi_roll_mean_3,0.03530309356660895
aqi_daily,0.03481718078743914
pm2_5_mean,0.03027662435503481
pm25_roll_mean_7,0.02998408651186425
pressure_mean,0.027011678218807463
wind_u_mean_roll_mean_7,0.023595805206141865
aqi_roll_mean_30,0.020656643243335205
nh3_mean,0.01841308040435249
so2_mean,0.018366660210941483
pm25_roll_mean_30,0.017273824064230496
temp_min,0.016757243571850766
pm10_roll_mean_14,0.016516241125163266
pm10_roll_mean_30,0.015917113345648437
aqi_daily_lag1,0.01430877563104109
temp_mean,0.01345607922091774
wind_v_mean_roll_mean_7,0.01185702489781776
pm2_5_mean_lag1,0.011733787327508832
pm25_roll_std_14,0.011388511699020559
pm25_roll_std_7,0.011071987335470703
dew_point_mean,0.010862027626927053
pm2_5_mean_lag2,0.010716208091022897
co_mean,0.010347156727739146
aqi_daily_lag2,0.010227608186915794
wind_v_mean_roll_mean_3,0.009883517156286784
day_of_year,0.009711283307613179
temp_mean_roll_mean_3,0.009706607050327965
doy_sin,0.009470211132740484
wind_v_mean,0.008697901118901945
pm25_roll_std_30,0.006791948331272745
temp_mean_roll_mean_7,0.006365968861042811
temp_max,0.006275128773300085
temp_mean_lag2,0.006262570396949901
pm2_5_mean_lag3,0.006115004854873271
pm25_roll_std_3,0.005826511409159844
pm10_roll_mean_3,0.00577762919105131
temp_mean_lag1,0.005723707628028195
wind_u_mean_lag3,0.005466521492060731
pm10_mean,0.005447187335751695
wind_v_mean_lag1,0.005411968821287026
temp_mean_lag3,0.005406923902275431
wind_v_mean_lag2,0.005404240675071651
week_of_year,0.0052843671283831104
no2_mean,0.0052764053369166565
wind_u_mean_roll_mean_3,0.005184310126455113
aqi_roll_std_30,0.0050671709216056696
wind_u_mean,0.005020947202507315
humidity_mean_lag1,0.004962269948499753
pm2_5_mean_lag6,0.0049424001802133135
wind_v_mean_lag3,0.004912861197183462
pm10_mean_lag4,0.004891138148985635
pm10_roll_std_30,0.004851787810484373
aqi_roll_std_14,0.004837205999262911
aqi_roll_std_7,0.00479529265312403
aqi_daily_lag5,0.00473874309418307
temp_mean_roll_std_3,0.004735555796624358
pm2_5_mean_lag4,0.004720494151425788
humidity_mean_roll_std_7,0.004672614933232466
pm10_mean_lag6,0.0046247803804158666
aqi_daily_lag4,0.004590539439841944
pm2_5_mean_lag5,0.004563008961294587
pm10_roll_std_7,0.004515619950957578
wind_u_mean_lag2,0.004420655552005223
aqi_daily_lag3,0.004405211906553043
pm10_mean_lag7,0.004396676792730305
wind_u_mean_roll_std_7,0.004358323806249559
aqi_daily_lag6,0.004345053099938727
pm10_roll_std_14,0.004264999589131291
wind_u_mean_lag1,0.004263082642327572
wind_v_mean_roll_std_7,0.0042319321675348045
aqi_roll_std_3,0.004231281093204875
humidity_mean_roll_mean_3,0.004197145772788465
aqi_daily_lag7,0.004179869889702951
pm2_5_mean_lag7,0.004155406131293496
wind_speed_mean,0.004127939865154398
humidity_mean_lag3,0.004111292470140974
pm10_roll_std_3,0.004110329935101603
clouds_mean,0.004063676913219626
wind_v_mean_roll_std_3,0.0040294271784738845
aqi_change_rate,0.0040027421793741086
o3_mean,0.003961711550497921
o3_8h_max_ppb,0.003935923733049329
pm10_roll_mean_7,0.0038929048113051836
pm10_mean_lag5,0.003879609433412334
humidity_mean_roll_mean_7,0.003743073717505277
humidity_mean_roll_std_3,0.0037179268775167046
temp_mean_roll_std_7,0.003702551865198745
wind_speed_max,0.0036848317428009873
temp_range,0.0036351441123384934
humidity_mean_lag2,0.003632314850586163
wind_gust_max,0.0036274294457606633
wind_u_mean_roll_std_3,0.0035642141629959427
pm10_mean_lag2,0.003511642237407876
humidity_mean,0.0035020090530090585
pm10_mean_lag3,0.0034637511518371277
pm10_mean_lag1,0.0032699068616526944
no_mean,0.0032157140302243262
month,0.0024467534949094262
day_of_week,0.0016672763872788974
is_weekend,0.0005144297484386648
rain_sum,0.00022705876387466118
num_hours,0.0001647294945455504
imputed,3.0394893446559216e-05
is_complete_day,2.6223053018514396e-05
visibility_mean,0.0
snow_sum,0.0
