feature,importance
aqi_daily,0.05563448352468286
nh3_mean,0.05554956543002313
pm2_5_mean,0.05274437719472887
so2_mean,0.047656179095198065
doy_cos,0.04404623198687646
pm25_roll_mean_3,0.03947667607139276
aqi_roll_mean_3,0.03802819388915016
aqi_roll_mean_7,0.03356105543741075
pm25_roll_mean_7,0.028342095787892707
co_mean,0.026988227734427193
pm25_roll_mean_14,0.025442929686370446
pm2_5_mean_lag1,0.0246647066443272
pressure_mean,0.02432854253122059
aqi_roll_mean_14,0.02402060992107436
aqi_daily_lag1,0.01888503034677677
wind_v_mean,0.017029924075004095
pm10_mean,0.01678472339904607
no2_mean,0.015512558877592252
pm25_roll_std_7,0.013192328284679235
temp_min,0.013164154986693264
wind_u_mean_roll_mean_7,0.012979951057627868
pm10_roll_mean_14,0.011258057331356899
dew_point_mean,0.011254975232638376
pm25_roll_mean_30,0.010528095090216521
aqi_roll_mean_30,0.00944063908909285
pm10_roll_mean_30,0.00934281602722478
wind_v_mean_roll_mean_3,0.00910957566341
pm10_roll_mean_7,0.007398916760079063
pm25_roll_std_14,0.007103587923816117
aqi_change_rate,0.007063689622010237
wind_u_mean,0.006983748452826208
pm10_roll_mean_3,0.006936935776685905
wind_v_mean_roll_mean_7,0.0068627144759215155
pm2_5_mean_lag3,0.006391536990101247
aqi_daily_lag2,0.006327680784449415
pm25_roll_std_3,0.0061010039285457635
aqi_daily_lag3,0.005612577579272166
temp_mean_lag1,0.00551848227673449
pm2_5_mean_lag7,0.005299629583692919
day_of_year,0.005185892280987124
humidity_mean_lag2,0.0051648066929060425
o3_mean,0.005062143705105025
temp_mean_lag2,0.0049707048570601054
aqi_daily_lag6,0.0046176179869217675
no_mean,0.004564856675926628
doy_sin,0.004509800630459098
humidity_mean_roll_mean_3,0.004482620542323632
pm2_5_mean_lag4,0.004468167654393355
wind_u_mean_roll_mean_3,0.004436124259119893
aqi_roll_std_3,0.004377213037964779
temp_range,0.004356090597274672
humidity_mean,0.004158125888301951
temp_mean,0.004157139104059252
humidity_mean_roll_std_7,0.004118655434500375
wind_v_mean_lag1,0.004093981788297591
temp_mean_roll_mean_3,0.004093923053299829
wind_u_mean_lag3,0.003960716666068569
aqi_daily_lag4,0.003923392224372774
wind_v_mean_roll_std_3,0.003916782531820353
pm10_mean_lag7,0.003909708856912902
wind_v_mean_lag2,0.0038315182670313076
pm2_5_mean_lag2,0.003817328522176529
pm25_roll_std_30,0.0037512009244519973
aqi_daily_lag7,0.003745915334797772
temp_max,0.0037246575854689105
wind_speed_mean,0.0037167759019728773
temp_mean_lag3,0.003708448062380617
pm10_mean_lag6,0.003651085296835695
wind_v_mean_lag3,0.003647117829266278
aqi_roll_std_7,0.0036432276802025733
pm2_5_mean_lag5,0.0036403876727601923
aqi_roll_std_14,0.0035665144705170375
humidity_mean_lag3,0.0035577442632120457
pm10_roll_std_3,0.00354531654353087
pm10_mean_lag4,0.003536727658056147
clouds_mean,0.00351639845369771
pm10_roll_std_14,0.0034755982704032977
temp_mean_roll_mean_7,0.0034734249236793697
week_of_year,0.003454365539017197
pm2_5_mean_lag6,0.003412815613182347
wind_v_mean_roll_std_7,0.003384055229945057
temp_mean_roll_std_3,0.0033764790761210135
pm10_mean_lag5,0.0033375106196207394
humidity_mean_roll_mean_7,0.0032724832698412185
aqi_daily_lag5,0.0032627167108246254
o3_8h_max_ppb,0.003261406909486475
pm10_mean_lag3,0.00325937253294752
wind_u_mean_roll_std_3,0.0032088427055237748
pm10_mean_lag1,0.003173251898806413
aqi_roll_std_30,0.0031049773061113378
wind_u_mean_lag1,0.0030475438668227882
pm10_roll_std_7,0.0030121237137153496
wind_gust_max,0.0030118667663153963
humidity_mean_roll_std_3,0.002994290731083506
pm10_mean_lag2,0.002991368967841534
wind_u_mean_lag2,0.002916905739668031
humidity_mean_lag1,0.0029105838534778166
pm10_roll_std_30,0.0028656457063660004
wind_u_mean_roll_std_7,0.002859624737908167
temp_mean_roll_std_7,0.002579056845697208
wind_speed_max,0.0025598416393437682
month,0.001604473677889522
day_of_week,0.0015976202761012353
rain_sum,0.0003172562537962947
is_weekend,0.0003095749991685133
num_hours,0.00016973708321605242
imputed,5.097601472447501e-05
is_complete_day,4.8171036650274846e-05
visibility_mean,0.0
snow_sum,0.0
