feature,mean_abs_shap
Temperature,3.391047791044392
season_Spring,2.1162983271141567
PM2.5,1.8263092802084373
O3,1.7578801641444624
SO2,1.553531743815399
AQI_roll_mean_3,1.229965993389715
PM10,0.388989799104804
AQI_diff,0.37400579744748497
log_PM2.5,0.3336472604872561
month,0.2658219600564148
AQI_roll_std_3,0.21142240716266794
weekday_1,0.1518345002296963
weekday_4,0.13493880902206276
weekday_3,0.08631019597113544
AQI,0.0
season_Winter,0.0
season_Summer,0.0
weekday_5,0.0
weekday_2,0.0
AQI_lag_1,0.0
AQI_lag_2,0.0
log_CO,0.0
Precipitation,0.0
Humidity,0.0
CO,0.0
NO2,0.0
weekday_6,0.0
