feature,mean_abs_shap
Temperature,4.23118266239272
SO2,3.938042257426446
PM2.5,3.2696884430006468
CO,3.1969945271707236
AQI_roll_mean_3,2.6241024096900043
month,2.5497627161106418
Humidity,1.2360886779080702
PM10,1.0861977249981336
AQI,1.0257595456290767
AQI_lag_1,0.9792912140881569
NO2,0.9775038107240357
O3,0.8100158592765355
AQI_roll_std_3,0.6528017832456205
AQI_diff,0.6426569273528924
season_Spring,0.5620903911226686
AQI_lag_2,0.356578473343846
weekday_3,0.30511114628224106
weekday_4,0.2798475055062136
weekday_1,0.22291323192954235
season_Summer,0.18995617333094053
weekday_5,0.09160150531885952
season_Winter,0.07696797387947725
Precipitation,0.0
weekday_2,0.0
log_PM2.5,0.0
log_CO,0.0
weekday_6,0.0
