feature,mean_abs_shap
PM2.5,5.360978531272148
AQI_roll_mean_3,4.123328225764389
AQI,3.4521265013266333
Temperature,2.4749449284029104
season_Spring,2.269161020160011
log_CO,2.2219593664779222
O3,2.012610090561869
CO,1.9027450195148754
PM10,1.8866327665180642
AQI_lag_2,1.5863485668421522
SO2,1.486184850885251
AQI_lag_1,1.3750796064750637
log_PM2.5,1.302663841939507
weekday_4,0.921284576825874
AQI_diff,0.8010040471914716
NO2,0.5845499514721593
weekday_5,0.5457042176537148
Humidity,0.36723819038444294
season_Winter,0.28272184755733093
weekday_6,0.22236970056991343
month,0.22176340402448408
weekday_3,0.21289661608510116
season_Summer,0.16006786503581732
AQI_roll_std_3,0.14506927858973181
weekday_1,0.07913357510915643
weekday_2,0.07688269890044408
Precipitation,0.0
