feature,importance
aqi_daily,0.05690416987598797
pm2_5_mean,0.0514982397881665
nh3_mean,0.050711948255792554
doy_cos,0.04828388717251479
so2_mean,0.04767588794247932
aqi_roll_mean_7,0.03886582054067473
aqi_roll_mean_3,0.03607599835271064
pm25_roll_mean_7,0.03245246030058132
pm25_roll_mean_3,0.03189552950867609
co_mean,0.029310725088357276
aqi_roll_mean_14,0.02658714604346496
pm25_roll_mean_14,0.02491030184340906
pressure_mean,0.022257449777159558
wind_v_mean,0.019043911156823617
pm10_mean,0.018529186021139437
aqi_daily_lag1,0.01806284482639593
pm2_5_mean_lag1,0.01527663030627781
no2_mean,0.013912615792708303
pm25_roll_std_14,0.01288065009418386
temp_min,0.012141705071151154
pm25_roll_std_7,0.012043244618508555
dew_point_mean,0.011354576648311366
pm10_roll_mean_14,0.011010601461921813
wind_v_mean_roll_mean_3,0.010913817853093553
pm10_roll_mean_30,0.010806021679424002
wind_u_mean_roll_mean_7,0.010016112359787019
aqi_roll_mean_30,0.009863013473659404
wind_v_mean_roll_mean_7,0.009724595172045682
pm25_roll_mean_30,0.008489899362775857
aqi_change_rate,0.00768765112380192
pm10_roll_mean_7,0.007589576743210217
wind_u_mean,0.0074574124724184135
aqi_daily_lag3,0.007260013814110408
pm2_5_mean_lag2,0.0066923339896424175
pm2_5_mean_lag3,0.005894034481998679
pm10_roll_mean_3,0.0057046032723001615
temp_mean_lag1,0.005343165165731936
day_of_year,0.0052047895668667485
wind_v_mean_lag2,0.004946938602264897
no_mean,0.004907514857523188
temp_mean_roll_mean_3,0.004905810747750225
humidity_mean_lag2,0.004900506144381936
aqi_daily_lag2,0.004818255526525817
doy_sin,0.004756240879787835
pm2_5_mean_lag7,0.004755635942829914
pm2_5_mean_lag4,0.004665158298022865
o3_mean,0.0046218647769594706
pm25_roll_std_30,0.004473394704308613
pm2_5_mean_lag6,0.004376767744518886
humidity_mean_roll_std_7,0.004365282628844638
clouds_mean,0.0041994335980732
aqi_roll_std_3,0.004194557066090886
humidity_mean_roll_mean_3,0.004188830103462323
pm10_mean_lag7,0.0041352410450679845
wind_v_mean_lag1,0.004046932472335225
pm10_roll_std_14,0.004019410083426189
temp_mean_lag3,0.004002347363637917
pm25_roll_std_3,0.003984055881279837
humidity_mean,0.003981216631738902
temp_mean_lag2,0.003974646780163786
aqi_daily_lag4,0.0039728310927729105
pm10_mean_lag5,0.003872151700665321
o3_8h_max_ppb,0.0038449605992884398
aqi_daily_lag6,0.003841997725369058
aqi_roll_std_7,0.003835756995856214
aqi_daily_lag5,0.00380258083269495
pm10_roll_std_3,0.0037717832519578946
temp_mean_roll_mean_7,0.0037447274868843477
pm2_5_mean_lag5,0.003740278025412946
temp_range,0.0037329407818816867
wind_v_mean_lag3,0.0037142701208108656
wind_u_mean_roll_mean_3,0.003672037520889523
pm10_mean_lag6,0.003663485659821986
pm10_mean_lag4,0.0036068299354617035
wind_v_mean_roll_std_3,0.0035933202485770592
pm10_mean_lag1,0.0035270031653919357
temp_mean,0.003487903031468636
temp_mean_roll_std_3,0.0034378131638424392
wind_u_mean_lag2,0.0034258027263470905
wind_speed_mean,0.003397234824765572
wind_v_mean_roll_std_7,0.0033784671864174136
wind_u_mean_lag3,0.003320569153514682
aqi_daily_lag7,0.0032680912873196883
aqi_roll_std_30,0.0032569986713350593
humidity_mean_roll_mean_7,0.003255530019011022
pm10_roll_std_30,0.0032319255603217786
pm10_mean_lag3,0.0032214932784021197
wind_u_mean_roll_std_3,0.0031920980006520253
pm10_roll_std_7,0.003169812639474444
wind_u_mean_roll_std_7,0.003163971504678628
temp_max,0.003163699888120358
humidity_mean_lag1,0.003142318028936745
humidity_mean_lag3,0.003134235993176768
aqi_roll_std_14,0.00313051131611075
wind_u_mean_lag1,0.003076025557069811
humidity_mean_roll_std_3,0.002996724900148572
week_of_year,0.002955094588160686
pm10_mean_lag2,0.0027754022705653654
wind_speed_max,0.002771546398707819
wind_gust_max,0.0027675094452236293
temp_mean_roll_std_7,0.00251512929587509
day_of_week,0.0016511935169513541
month,0.0014645548978438011
rain_sum,0.00032430605155964946
is_weekend,0.0002905595542720078
num_hours,0.000143909208732639
visibility_mean,0.0
snow_sum,0.0
imputed,0.0
is_complete_day,0.0
