feature,importance
doy_cos,0.06295199985243254
pm25_roll_mean_7,0.04599387216518349
aqi_roll_mean_7,0.042861424276260635
aqi_roll_mean_14,0.035606036540156816
pm25_roll_mean_14,0.034101963755561356
pm25_roll_mean_3,0.03384146733104255
aqi_roll_mean_3,0.032760279492510175
aqi_daily,0.03130689489236099
pressure_mean,0.027488161492114346
pm2_5_mean,0.025148822458637803
aqi_roll_mean_30,0.024054239465865823
pm10_roll_mean_14,0.02070020176172763
nh3_mean,0.018464582684865623
pm10_roll_mean_30,0.017934262087131024
temp_min,0.01765786474808177
dew_point_mean,0.015691588876188
pm25_roll_mean_30,0.015013742077267557
pm25_roll_std_14,0.014306098582145715
pm25_roll_std_7,0.013568565343883435
wind_u_mean_roll_mean_7,0.013476310682965084
temp_mean,0.013132026778698371
wind_v_mean_roll_mean_3,0.012721278424821262
aqi_daily_lag1,0.012661480722198956
wind_v_mean_roll_mean_7,0.012237761305142234
so2_mean,0.011721563557739081
co_mean,0.010376241658095553
day_of_year,0.009960136553652254
pm2_5_mean_lag2,0.00971685462107865
doy_sin,0.00945273011862144
aqi_daily_lag2,0.009140990001225938
temp_mean_roll_mean_3,0.008799981875170719
wind_v_mean,0.0080246912006416
pm2_5_mean_lag1,0.00784981502711985
pm10_roll_mean_7,0.00698162542275441
week_of_year,0.006928890304717801
temp_mean_roll_mean_7,0.006663891587496678
temp_mean_lag1,0.006557087911369928
aqi_daily_lag3,0.006265910261740996
pm25_roll_std_30,0.006263164698294835
temp_mean_lag2,0.006237862855125514
wind_u_mean_lag3,0.005925889836360144
aqi_daily_lag7,0.005893430974946824
pm10_mean,0.005712044985281271
pm2_5_mean_lag5,0.005481974572579418
wind_u_mean_roll_mean_3,0.005433506830210365
no2_mean,0.005321956621537159
aqi_roll_std_30,0.00525970242856377
wind_v_mean_lag1,0.005239083507168381
temp_max,0.005222617785638792
pm2_5_mean_lag7,0.00520547185464012
aqi_roll_std_14,0.005158048899798107
aqi_daily_lag5,0.00512014537631563
pm25_roll_std_3,0.005105195361977058
humidity_mean_lag1,0.005075658951838813
wind_v_mean_lag3,0.0049837677412736345
pm10_mean_lag4,0.004903467897087891
wind_u_mean_lag1,0.004795457356510291
pm10_mean_lag7,0.004771449114478678
humidity_mean_roll_mean_3,0.004746387870468138
pm2_5_mean_lag3,0.00470487781054058
o3_8h_max_ppb,0.00466614626477046
humidity_mean_lag3,0.004665780316713716
aqi_change_rate,0.004665733803516415
wind_v_mean_roll_std_7,0.004626566965445031
aqi_daily_lag4,0.004609402610719725
pm2_5_mean_lag6,0.004604261245380672
wind_u_mean,0.0045937495883425225
wind_v_mean_lag2,0.004536536532799122
pm10_roll_std_14,0.004522271107498699
wind_u_mean_lag2,0.004515705318254043
pm10_roll_std_30,0.004475105278888664
aqi_roll_std_7,0.004456696791371187
humidity_mean_roll_std_7,0.004405847235595407
aqi_roll_std_3,0.004392050422125288
pm10_mean_lag5,0.0041991771874389785
pm10_mean_lag6,0.00418142371846582
wind_v_mean_roll_std_3,0.004156366042556607
pm10_mean_lag3,0.0041412107970833474
temp_mean_lag3,0.004092330626246958
aqi_daily_lag6,0.004086331802174793
pm10_roll_std_3,0.004049547715063156
humidity_mean_roll_mean_7,0.004034884359463184
pm10_roll_std_7,0.004026431627346871
o3_mean,0.003992838490996536
clouds_mean,0.003952304322124328
temp_mean_roll_std_3,0.0038846934502999664
temp_range,0.003764220628924745
pm10_roll_mean_3,0.0037523205145352286
wind_speed_mean,0.003744829991938372
wind_u_mean_roll_std_7,0.0036880669263663905
wind_gust_max,0.0036760723792997408
pm2_5_mean_lag4,0.003610794761681451
pm10_mean_lag2,0.003599318369052456
wind_speed_max,0.0035697587087617573
no_mean,0.003489817274858015
humidity_mean_roll_std_3,0.0034583481867198475
temp_mean_roll_std_7,0.0034267956948001088
wind_u_mean_roll_std_3,0.003417609829492903
humidity_mean_lag2,0.0033447974794011586
humidity_mean,0.003324034861944005
month,0.0032172747957272237
pm10_mean_lag1,0.003046075183054741
day_of_week,0.0018919538972429501
is_weekend,0.00047108299330786657
rain_sum,0.0002044097111749483
num_hours,8.652496173101369e-05
visibility_mean,0.0
snow_sum,0.0
imputed,0.0
is_complete_day,0.0
