feature,importance
doy_cos,0.06983184177712076
aqi_roll_mean_14,0.04161478224582253
pm25_roll_mean_14,0.0368583136189858
aqi_roll_mean_7,0.03617357632915622
pressure_mean,0.035584368901841315
pm25_roll_mean_3,0.034271385658562296
pm25_roll_mean_7,0.031055807640380937
aqi_roll_mean_3,0.02699212499082231
aqi_roll_mean_30,0.024930292154940244
pm10_roll_mean_30,0.023767439947894917
wind_u_mean_roll_mean_7,0.023192408939800273
nh3_mean,0.020281383083098407
pm25_roll_mean_30,0.018032899756057846
so2_mean,0.017951815750118484
pm10_roll_mean_14,0.01697352397270964
temp_min,0.016554597007033253
pm2_5_mean_lag1,0.015935756303293944
aqi_daily_lag1,0.015512520974349367
pm25_roll_std_7,0.015008520329687938
pm2_5_mean,0.013996521722393634
temp_mean,0.012544108210920078
wind_v_mean_roll_mean_3,0.011967032484353535
day_of_year,0.011578324528929863
wind_v_mean_roll_mean_7,0.010838891969584862
doy_sin,0.010548022619508109
co_mean,0.010371668252354386
pm25_roll_std_14,0.009981752568500889
temp_mean_roll_mean_3,0.00905942700656606
aqi_daily,0.009055230674228504
dew_point_mean,0.008883877874439653
pm2_5_mean_lag2,0.008343171877359817
no2_mean,0.007868072330871959
wind_v_mean,0.007864303925551087
wind_u_mean_roll_mean_3,0.0074680744352750746
temp_mean_roll_mean_7,0.007385774620791377
temp_mean_lag2,0.006931538148715426
pm25_roll_std_30,0.006751023995854368
wind_u_mean,0.006333729327930361
humidity_mean_roll_std_7,0.006288783253868536
wind_v_mean_lag1,0.006240179502329418
week_of_year,0.006206490407097156
pm2_5_mean_lag4,0.006168212740149525
wind_u_mean_lag2,0.0061106071510015425
aqi_daily_lag2,0.006054296967527485
aqi_daily_lag4,0.005815757542844541
temp_mean_lag1,0.005813923120451441
temp_mean_lag3,0.005726008788398642
aqi_roll_std_30,0.005654687694944514
wind_v_mean_lag3,0.005459686272363473
humidity_mean_lag3,0.005388971164929947
pm2_5_mean_lag5,0.005353358987261518
pm25_roll_std_3,0.005345476349043028
wind_u_mean_lag3,0.005317486238239688
wind_v_mean_lag2,0.005254377511312
pm10_roll_std_30,0.00521856734147336
aqi_roll_std_14,0.005086209900288297
pm10_roll_mean_7,0.005032368375117149
pm2_5_mean_lag3,0.005003823331016743
pm10_mean_lag7,0.004970328440960512
clouds_mean,0.004931697883651359
aqi_daily_lag3,0.004929935145299561
o3_mean,0.004884522131680894
pm10_mean_lag3,0.004882633713145026
humidity_mean_lag2,0.0048636268308077405
temp_max,0.0047488843180719335
pm2_5_mean_lag7,0.004680258530066289
humidity_mean,0.004652621955108835
wind_v_mean_roll_std_7,0.004581435423866306
pm10_mean_lag5,0.004543309369640901
wind_speed_max,0.0045220453766343
aqi_daily_lag6,0.004520926705668582
wind_u_mean_roll_std_7,0.004416986025382709
aqi_change_rate,0.00439054916637814
wind_speed_mean,0.00436478078459545
humidity_mean_roll_mean_3,0.004357290382291837
wind_u_mean_lag1,0.004335427381825949
aqi_roll_std_7,0.00433156964902091
humidity_mean_roll_mean_7,0.004325065935229711
aqi_daily_lag5,0.004301108961678836
pm2_5_mean_lag6,0.004271360396852383
pm10_roll_std_14,0.00426704839509815
pm10_roll_std_7,0.004253446892919115
o3_8h_max_ppb,0.004246106904813545
pm10_mean_lag4,0.004220567243161213
wind_u_mean_roll_std_3,0.004147320832047022
pm10_mean_lag6,0.004137049322868399
temp_range,0.004129413554070123
temp_mean_roll_std_7,0.0040790762398075385
no_mean,0.003987671900400506
humidity_mean_lag1,0.0039818312553178
temp_mean_roll_std_3,0.003960582118837714
pm10_mean_lag2,0.003949214158958203
wind_v_mean_roll_std_3,0.003919054214670236
pm10_mean_lag1,0.003864465244210934
humidity_mean_roll_std_3,0.0038457197315893994
month,0.0038131186123352666
pm10_mean,0.003621464591919201
wind_gust_max,0.0036101436701755593
pm10_roll_mean_3,0.003608878459175603
aqi_daily_lag7,0.003549041169658941
pm10_roll_std_3,0.0032260956168202472
aqi_roll_std_3,0.0030362868922723246
day_of_week,0.002066353918087231
is_weekend,0.00038617756700505296
rain_sum,0.0002051627405992302
num_hours,0.00019512540584124254
is_complete_day,3.429617885612715e-05
imputed,1.97440651624478e-05
visibility_mean,0.0
snow_sum,0.0
