feature,gain
doy_cos,45023511.83929443
pm2_5_mean,3780412.6552886963
aqi_daily,3346283.5437316895
pm25_roll_mean_3,1354664.4418945312
aqi_roll_mean_3,1193191.2899780273
pm10_mean_lag4,874134.5079956055
humidity_mean_roll_std_7,846888.1329116821
temp_max,799616.9641113281
wind_u_mean_roll_mean_7,521686.63748168945
day_of_year,491731.95037841797
pm10_mean_lag3,451105.6982421875
pm2_5_mean_lag6,428263.5969238281
pm10_roll_std_30,397300.4959564209
wind_u_mean_lag3,395419.23541259766
pm10_mean,388461.9736022949
o3_8h_max_ppb,370417.085357666
aqi_roll_std_7,360947.95793151855
pm25_roll_mean_30,358147.32263183594
pm25_roll_std_30,355648.20100831985
pm10_mean_lag7,348990.64387512207
wind_v_mean,345514.9296722412
pm10_roll_mean_30,325827.1915283203
temp_range,310285.8576889038
temp_mean_roll_mean_3,305316.6445350647
temp_mean_roll_std_3,286870.4287953377
humidity_mean_roll_mean_7,283620.32763671875
aqi_roll_mean_30,277079.39453125
no_mean,274528.93603515625
pressure_mean,253457.18167114258
wind_u_mean_roll_std_7,242096.53649902344
doy_sin,233904.9854221344
aqi_daily_lag7,233757.06884765625
humidity_mean_roll_std_3,223671.82415771484
humidity_mean_roll_mean_3,222123.36328125
temp_min,219779.900390625
wind_v_mean_roll_std_3,205904.00830078125
humidity_mean,201317.06298828125
wind_u_mean,189767.2702331543
wind_speed_max,189523.3836364746
temp_mean_lag3,186596.37084960938
pm10_roll_std_7,185321.65942382812
temp_mean,183856.81018066406
wind_u_mean_lag1,181598.96875
pm10_roll_mean_14,174898.55859375
humidity_mean_lag1,171030.9013671875
humidity_mean_lag3,170945.82781982422
wind_v_mean_lag3,170341.68115234375
pm25_roll_std_7,167370.38201904297
wind_u_mean_lag2,161831.53662109375
no2_mean,161612.44091796875
clouds_mean,154876.70121765137
aqi_roll_std_30,144785.63110351562
temp_mean_roll_mean_7,139475.3026123047
pm2_5_mean_lag7,139296.87243652344
aqi_roll_std_3,136524.47924804688
wind_v_mean_lag1,131814.98266601562
o3_mean,126690.33020019531
day_of_week,125951.69842529297
wind_v_mean_lag2,121183.21438679099
pm2_5_mean_lag3,118520.90014648438
pm25_roll_std_14,118338.60301208496
pm10_mean_lag5,117721.01940917969
aqi_roll_std_14,115556.6841430664
aqi_daily_lag4,111644.728515625
nh3_mean,110388.82873535156
aqi_daily_lag2,108635.337890625
wind_v_mean_roll_mean_3,104929.0248260498
aqi_roll_mean_7,104378.74282836914
wind_v_mean_roll_std_7,87928.38255310059
temp_mean_roll_std_7,85702.39617919922
aqi_daily_lag3,81338.8246459961
aqi_change_rate,78645.86424255371
pm25_roll_mean_14,76721.26245117188
pm10_roll_std_14,72872.76522064209
pm10_roll_std_3,72573.45751953125
temp_mean_lag1,72418.3998413086
co_mean,65548.1201171875
wind_speed_mean,53102.540115356445
temp_mean_lag2,52667.163093566895
pm10_roll_mean_3,48828.5107421875
wind_gust_max,45711.400390625
pm10_mean_lag2,43631.650390625
wind_v_mean_roll_mean_7,42766.15133666992
wind_u_mean_roll_mean_3,37628.189453125
pm2_5_mean_lag4,35389.313415527344
pm2_5_mean_lag1,33834.84631347656
aqi_daily_lag6,32367.34033203125
aqi_daily_lag5,31631.80810546875
pm25_roll_std_3,29590.0
pm2_5_mean_lag5,28791.479614257812
aqi_daily_lag1,28262.120483398438
wind_u_mean_roll_std_3,25755.910522460938
pm10_mean_lag6,22524.471740722656
aqi_roll_mean_14,21716.81982421875
so2_mean,17011.9228515625
dew_point_mean,15342.388366699219
week_of_year,12152.610107421875
rain_sum,6896.4498291015625
pm25_roll_mean_7,4798.8519287109375
pm2_5_mean_lag2,4381.0699462890625
pm10_roll_mean_7,3785.8708572387695
num_hours,0.0
is_weekend,0.0
month,0.0
imputed,0.0
is_complete_day,0.0
visibility_mean,0.0
snow_sum,0.0
pm10_mean_lag1,0.0
humidity_mean_lag2,0.0
