event_timestamp,y_true,y_pred_blend,y_pred_lgb,weight_y_pred_lgb,y_pred_linear,weight_y_pred_linear,y_pred_hgb,weight_y_pred_hgb
2025-05-10 00:00:00+00:00,115.1736809045226,117.12379851699575,105.50609077389107,0.7532930906502164,100.97309735397052,0.0,95.96714974418376,0.24670690934978357
2025-05-11 00:00:00+00:00,86.89127324749643,81.87891589124004,105.58567968691465,0.7532930906502164,107.39837499194614,0.0,89.40824977491228,0.24670690934978357
2025-05-12 00:00:00+00:00,69.05692060085838,81.87891589124004,104.69575541423896,0.7532930906502164,108.424687397072,0.0,88.40672352535258,0.24670690934978357
2025-05-13 00:00:00+00:00,66.25466738197426,81.87891589124004,102.89940274627102,0.7532930906502164,107.18479238357074,0.0,97.45155773451452,0.24670690934978357
2025-05-14 00:00:00+00:00,59.37310185185186,81.87891589124004,98.65362487907092,0.7532930906502164,106.74027000996786,0.0,94.4795248233392,0.24670690934978357
2025-05-15 00:00:00+00:00,54.351632996633,81.87891589124004,85.01916067961493,0.7532930906502164,107.01675560900607,0.0,79.39158432593689,0.24670690934978357
2025-05-16 00:00:00+00:00,29.817901234567906,70.04057297031905,79.51196329445092,0.7532930906502164,104.62073450276803,0.0,79.79780244259794,0.24670690934978357
2025-05-17 00:00:00+00:00,28.760416666666668,50.02030579660057,75.6190127622554,0.7532930906502164,98.68030606151092,0.0,77.67314261777159,0.24670690934978357
2025-05-18 00:00:00+00:00,24.649385416666654,50.02030579660057,74.77414306338119,0.7532930906502164,93.72040093323952,0.0,77.82413294851808,0.24670690934978357
2025-05-19 00:00:00+00:00,47.107638888888886,45.95308774439676,74.29199446437643,0.7532930906502164,88.39508330190367,0.0,65.53747750520385,0.24670690934978357
2025-05-20 00:00:00+00:00,52.04784932659933,46.32555625701459,74.56776644439934,0.7532930906502164,84.98221918161636,0.0,67.34256290226499,0.24670690934978357
2025-05-21 00:00:00+00:00,56.96727467811159,50.02030579660057,74.87273140146907,0.7532930906502164,82.55279792133823,0.0,67.87742900545533,0.24670690934978357
2025-05-22 00:00:00+00:00,62.61734620886982,50.02030579660057,77.79188380412835,0.7532930906502164,81.51340907430013,0.0,69.08472642066481,0.24670690934978357
2025-05-23 00:00:00+00:00,72.75645565092991,64.99144323465339,79.25343020720307,0.7532930906502164,80.6743649456322,0.0,70.54133521993238,0.24670690934978357
2025-05-24 00:00:00+00:00,80.96956366237482,81.87891589124004,82.28735234178998,0.7532930906502164,79.94120241047449,0.0,85.79809908713139,0.24670690934978357
2025-05-25 00:00:00+00:00,90.33494277539342,81.87891589124004,84.18127456698203,0.7532930906502164,80.35613385170174,0.0,88.651953543067,0.24670690934978357
2025-05-26 00:00:00+00:00,103.11451005025124,81.87891589124004,91.8704476120989,0.7532930906502164,82.07141423620178,0.0,95.86269426750712,0.24670690934978357
2025-05-27 00:00:00+00:00,101.00923366834172,81.87891589124004,89.89299571435066,0.7532930906502164,83.20406699586283,0.0,96.7279483605292,0.24670690934978357
2025-05-28 00:00:00+00:00,95.25509656652362,81.87891589124004,93.1280012151517,0.7532930906502164,86.21005333110315,0.0,98.75200747936174,0.24670690934978357
2025-05-29 00:00:00+00:00,105.94103852596317,81.87891589124004,97.48318901563846,0.7532930906502164,90.97660747096236,0.0,106.39156648239069,0.24670690934978357
2025-05-30 00:00:00+00:00,116.39662897822448,81.87891589124004,101.11085037911091,0.7532930906502164,89.45519791767981,0.0,98.31852854604143,0.24670690934978357
2025-05-31 00:00:00+00:00,145.96100589225588,117.12379851699575,103.86666394589707,0.7532930906502164,89.20803659720323,0.0,98.22149815408096,0.24670690934978357
2025-06-01 00:00:00+00:00,90.23670875420876,117.12379851699575,104.1157228683492,0.7532930906502164,89.7649026247433,0.0,110.47719208594648,0.24670690934978357
2025-06-02 00:00:00+00:00,54.95802932761087,81.87891589124004,101.45355811267136,0.7532930906502164,89.33185821713096,0.0,99.94385256475906,0.24670690934978357
2025-06-03 00:00:00+00:00,59.32319444444444,81.87891589124004,102.28702766960365,0.7532930906502164,92.30580866944723,0.0,93.98937572042094,0.24670690934978357
2025-06-04 00:00:00+00:00,60.52942760942761,81.87891589124004,96.14772526609585,0.7532930906502164,92.66025895111095,0.0,87.83600834507948,0.24670690934978357
2025-06-05 00:00:00+00:00,41.23649691358025,72.33535390780204,84.66077545280541,0.7532930906502164,93.71107316732505,0.0,72.51990845168679,0.24670690934978357
2025-06-06 00:00:00+00:00,23.13770254629628,50.02030579660057,76.03772239358439,0.7532930906502164,93.51427823622373,0.0,72.71691562777883,0.24670690934978357
2025-06-07 00:00:00+00:00,36.46527777777778,50.02030579660057,74.94751564525511,0.7532930906502164,94.29983098605807,0.0,68.13613525822026,0.24670690934978357
2025-06-08 00:00:00+00:00,41.92361111111112,45.95308774439676,74.30594977294388,0.7532930906502164,93.90496705363125,0.0,66.93623322603155,0.24670690934978357
2025-06-09 00:00:00+00:00,39.684027777777786,46.32555625701459,74.89531585762163,0.7532930906502164,88.30001230688237,0.0,67.26495147666438,0.24670690934978357
2025-06-10 00:00:00+00:00,57.64374105865522,50.02030579660057,75.30996319847236,0.7532930906502164,80.98887510710423,0.0,69.76873205237675,0.24670690934978357
2025-06-11 00:00:00+00:00,72.15579124579125,70.04057297031905,79.83172852173719,0.7532930906502164,77.5702542780628,0.0,74.2656763422411,0.24670690934978357
2025-06-12 00:00:00+00:00,78.38900214592275,70.04057297031905,81.58601896445637,0.7532930906502164,77.00767014744655,0.0,70.14002161775547,0.24670690934978357
2025-06-13 00:00:00+00:00,96.60712121212124,81.87891589124004,81.31207045569091,0.7532930906502164,76.9333913544981,0.0,86.05908131454028,0.24670690934978357
2025-06-14 00:00:00+00:00,98.19838383838383,81.87891589124004,84.71350107302617,0.7532930906502164,80.5815851122664,0.0,88.05024366521674,0.24670690934978357
2025-06-15 00:00:00+00:00,79.5219957081545,81.87891589124004,85.75588609255546,0.7532930906502164,83.56290272703339,0.0,92.80537444307352,0.24670690934978357
2025-06-16 00:00:00+00:00,70.40459585121603,81.87891589124004,91.13083822232429,0.7532930906502164,83.11774347024317,0.0,91.52177321403614,0.24670690934978357
2025-06-17 00:00:00+00:00,82.95252145922747,81.87891589124004,97.7882038969325,0.7532930906502164,90.22359835100293,0.0,99.59248333084568,0.24670690934978357
2025-06-18 00:00:00+00:00,86.45859427609427,81.87891589124004,91.40763743082444,0.7532930906502164,89.44000712271095,0.0,90.77835938413072,0.24670690934978357
2025-06-19 00:00:00+00:00,95.763851010101,81.87891589124004,85.78912051749296,0.7532930906502164,84.88270823317698,0.0,90.87352849407225,0.24670690934978357
2025-06-20 00:00:00+00:00,96.35696548821548,81.87891589124004,84.36733285531218,0.7532930906502164,79.44057594755657,0.0,83.52130257041918,0.24670690934978357
2025-06-21 00:00:00+00:00,97.19073676680972,81.87891589124004,84.92708796564513,0.7532930906502164,77.70579286697546,0.0,79.26832450421591,0.24670690934978357
2025-06-22 00:00:00+00:00,112.10912897822443,81.87891589124004,89.0463046385889,0.7532930906502164,82.20723882390143,0.0,83.58618314874735,0.24670690934978357
2025-06-23 00:00:00+00:00,126.30594276094276,81.87891589124004,94.19695176943353,0.7532930906502164,83.79937656096871,0.0,81.35688875122085,0.24670690934978357
2025-06-24 00:00:00+00:00,97.15305793991416,81.87891589124004,96.95908403712852,0.7532930906502164,87.2321697926955,0.0,84.05950329983914,0.24670690934978357
2025-06-25 00:00:00+00:00,42.66493055555557,81.87891589124004,103.20928047057538,0.7532930906502164,92.7820427293491,0.0,97.44831494959548,0.24670690934978357
2025-06-26 00:00:00+00:00,48.28298611111112,81.87891589124004,102.95142942101826,0.7532930906502164,96.58351275844919,0.0,97.70481873813742,0.24670690934978357
2025-06-27 00:00:00+00:00,72.53999579124579,81.87891589124004,104.58966324366396,0.7532930906502164,69.43566168845965,0.0,95.13876296726062,0.24670690934978357
2025-06-28 00:00:00+00:00,65.54429713804714,81.87891589124004,87.85009016661435,0.7532930906502164,82.66703411138612,0.0,77.62188396501979,0.24670690934978357
2025-06-29 00:00:00+00:00,62.11350143061517,81.87891589124004,84.53248829738456,0.7532930906502164,97.39063966815044,0.0,85.2023421207524,0.24670690934978357
2025-06-30 00:00:00+00:00,65.09538626609442,81.87891589124004,92.55883513961916,0.7532930906502164,91.43232873987988,0.0,84.34941437196386,0.24670690934978357
2025-07-01 00:00:00+00:00,85.29824749642347,72.33535390780204,82.83514533651625,0.7532930906502164,87.76902931791713,0.0,72.19274417472292,0.24670690934978357
2025-07-02 00:00:00+00:00,98.29130901287552,72.33535390780204,81.64647509981046,0.7532930906502164,83.77027380591178,0.0,79.86159688329502,0.24670690934978357
2025-07-03 00:00:00+00:00,107.59025252525252,81.87891589124004,83.27237713351954,0.7532930906502164,83.11923338513678,0.0,80.51049069221483,0.24670690934978357
