event_timestamp,y_true,y_pred_blend,y_pred_lgb,weight_y_pred_lgb,y_pred_linear,weight_y_pred_linear,y_pred_hgb,weight_y_pred_hgb,y_pred_rf,weight_y_pred_rf
2025-05-10 00:00:00+00:00,156.38965577801196,111.16113146826957,119.59590869613884,2.1979643710725387,103.78998092148765,-1.0835394836700405,112.67325093586504,-0.30053176635263784,131.5939098421425,-0.04091360547083722
2025-05-11 00:00:00+00:00,115.1736809045226,105.69033459739441,115.60098660583212,2.1979643710725387,102.40611046289212,-1.0835394836700405,106.3175146781993,-0.30053176635263784,134.03024797914827,-0.04091360547083722
2025-05-12 00:00:00+00:00,86.89127324749643,92.71226697903663,111.90127165183382,2.1979643710725387,108.66225922308287,-1.0835394836700405,100.46283640810212,-0.30053176635263784,129.8008131223391,-0.04091360547083722
2025-05-13 00:00:00+00:00,69.05692060085838,98.18346397814086,111.96733911142454,2.1979643710725387,105.02136982524974,-1.0835394836700405,96.97220601114768,-0.30053176635263784,121.68883335647944,-0.04091360547083722
2025-05-14 00:00:00+00:00,66.25466738197426,75.40537557538147,99.161247773186,2.1979643710725387,101.49274312563887,-1.0835394836700405,93.62715206950176,-0.30053176635263784,108.4770236569779,-0.04091360547083722
2025-05-15 00:00:00+00:00,59.37310185185186,45.04541812551412,81.2000703058166,2.1979643710725387,98.58405470420246,-1.0835394836700405,75.26028890434398,-0.30053176635263784,97.56216780206016,-0.04091360547083722
2025-05-16 00:00:00+00:00,54.351632996633,35.07119195939376,78.33011802120166,2.1979643710725387,100.90865366588042,-1.0835394836700405,79.0472257536643,-0.30053176635263784,97.78907810935448,-0.04091360547083722
2025-05-17 00:00:00+00:00,29.817901234567906,42.381567712359086,79.13001524357897,2.1979643710725387,98.8552298889725,-1.0835394836700405,68.73033420501595,-0.30053176635263784,92.24787058973772,-0.04091360547083722
2025-05-18 00:00:00+00:00,28.760416666666668,44.44073411813147,77.23394143607348,2.1979643710725387,93.50815424317446,-1.0835394836700405,66.79299933694098,-0.30053176635263784,95.89773652064233,-0.04091360547083722
2025-05-19 00:00:00+00:00,24.649385416666654,52.95140678083682,74.91263704301134,2.1979643710725387,81.90565067711624,-1.0835394836700405,62.948221543070176,-0.30053176635263784,98.69464406484263,-0.04091360547083722
2025-05-20 00:00:00+00:00,47.107638888888886,52.24934296298267,72.95403878430336,2.1979643710725387,78.32533595398658,-1.0835394836700405,63.89487923506107,-0.30053176635263784,98.50024140175957,-0.04091360547083722
2025-05-21 00:00:00+00:00,52.04784932659933,45.13972355461404,67.97978065492016,2.1979643710725387,76.87123226712991,-1.0835394836700405,57.08880883277973,-0.30053176635263784,93.54825508267038,-0.04091360547083722
2025-05-22 00:00:00+00:00,56.96727467811159,47.780703466387706,69.83915492316655,2.1979643710725387,77.98002862461603,-1.0835394836700405,57.39114589605493,-0.30053176635263784,97.30182204915882,-0.04091360547083722
2025-05-23 00:00:00+00:00,62.61734620886982,62.62141050101721,76.76713372946183,2.1979643710725387,76.4470663653471,-1.0835394836700405,64.82476700064169,-0.30053176635263784,92.7490431198272,-0.04091360547083722
2025-05-24 00:00:00+00:00,72.75645565092991,62.8953938227332,78.82123371791664,2.1979643710725387,76.74258184988885,-1.0835394836700405,77.51616829148686,-0.30053176635263784,95.35168161472522,-0.04091360547083722
2025-05-25 00:00:00+00:00,80.96956366237482,68.9498646369391,82.2814247821589,2.1979643710725387,77.91548040754888,-1.0835394836700405,77.31943920331965,-0.30053176635263784,103.64103428835978,-0.04091360547083722
2025-05-26 00:00:00+00:00,90.33494277539342,93.9155068290781,96.4845706323312,2.1979643710725387,79.22665101747937,-1.0835394836700405,91.92068412702368,-0.30053176635263784,114.48151840181632,-0.04091360547083722
