feature,mean_abs_shap
doy_cos,33.60326465322112
pm25_roll_mean_3,3.3650181916531166
aqi_roll_mean_3,1.5725473697555503
wind_u_mean_roll_mean_7,1.4556109519109965
nh3_mean,1.4110064014288906
pm10_mean_lag3,1.1900776860757774
humidity_mean_roll_std_7,1.1149247950197048
pressure_mean,0.9176655623814234
temp_mean_lag2,0.893907476986588
wind_u_mean_lag3,0.8788621542070207
aqi_roll_mean_7,0.8714842155238594
temp_max,0.8712519814848586
pm10_mean_lag7,0.8212912923617622
so2_mean,0.7841171714359013
pm10_roll_mean_30,0.724935601963773
day_of_year,0.6846271746314031
pm2_5_mean,0.6451317659796822
aqi_daily,0.6423932188816011
temp_range,0.560112565877546
wind_u_mean_lag2,0.5046530026032922
pm10_mean_lag4,0.48281833086133047
pm10_roll_std_7,0.41437203478256
aqi_roll_std_30,0.40208667765597456
wind_v_mean,0.38276311048775186
co_mean,0.3733282645394932
aqi_daily_lag2,0.3709474071820563
pm25_roll_std_30,0.3252231412182326
wind_u_mean_roll_std_7,0.2972454845213698
pm2_5_mean_lag1,0.29151778576118403
no_mean,0.28760672395232634
wind_v_mean_roll_mean_7,0.2857788209128217
pm10_mean_lag6,0.28350581122564483
pm2_5_mean_lag7,0.2803356067199785
aqi_daily_lag6,0.27344507325386064
aqi_daily_lag1,0.2650120685462528
humidity_mean,0.2627841641960853
pm10_mean_lag5,0.2490493485632734
pm10_roll_mean_14,0.24168720902506982
temp_mean_roll_mean_3,0.2384125518608958
wind_v_mean_roll_mean_3,0.23553194800511348
temp_min,0.2255995392454122
wind_u_mean_lag1,0.22211474859151806
aqi_roll_std_3,0.22143428593971018
temp_mean,0.214339659862231
aqi_daily_lag7,0.20506761850235952
wind_speed_mean,0.1918024600475832
wind_u_mean_roll_mean_3,0.18627138541410523
no2_mean,0.1813958011584658
wind_v_mean_lag2,0.18027464228924941
humidity_mean_roll_mean_7,0.178728321847739
temp_mean_roll_mean_7,0.17011016775212937
aqi_roll_std_7,0.1696770810809286
wind_v_mean_lag3,0.16918612705985597
doy_sin,0.16560466688637024
wind_v_mean_lag1,0.16046306798101642
pm10_roll_std_14,0.15764392758439885
humidity_mean_roll_std_3,0.15329216221345687
temp_mean_roll_std_7,0.1530404037631814
aqi_daily_lag3,0.14917380322785473
pm25_roll_std_3,0.147367015629311
pm10_mean,0.12991843227554514
pm25_roll_std_7,0.12750147827773325
pm25_roll_mean_14,0.1260582575610859
pm10_roll_std_3,0.12466422982027876
aqi_daily_lag5,0.12385358359675817
humidity_mean_lag2,0.12236851116639556
pm2_5_mean_lag3,0.12052839187737482
aqi_roll_mean_14,0.11955564369617352
wind_u_mean_roll_std_3,0.11925672939783206
pm10_roll_mean_3,0.11359219692048265
o3_8h_max_ppb,0.11152007610623405
wind_v_mean_roll_std_7,0.11009010789888188
clouds_mean,0.10446095805588938
temp_mean_lag3,0.10073904735396232
pm25_roll_mean_7,0.10001126938510367
pm10_roll_std_30,0.09606598505068145
humidity_mean_lag3,0.0958004842146908
humidity_mean_lag1,0.09508583311604395
pm10_mean_lag1,0.09477293215324442
aqi_roll_mean_30,0.09267609417073684
humidity_mean_roll_mean_3,0.09098495754463044
pm10_roll_mean_7,0.0863710869615796
pm10_mean_lag2,0.08570323854695736
wind_v_mean_roll_std_3,0.0856256972054524
pm2_5_mean_lag2,0.08132174082559206
pm2_5_mean_lag4,0.0810383904458277
pm25_roll_mean_30,0.07887952206063414
wind_u_mean,0.07622916729116362
pm2_5_mean_lag6,0.07489435019632008
dew_point_mean,0.07308175541778249
temp_mean_roll_std_3,0.07278659283568822
day_of_week,0.0703206206849453
aqi_daily_lag4,0.058261895519664736
pm25_roll_std_14,0.052083855665169015
aqi_roll_std_14,0.050503910494561495
wind_speed_max,0.04937251222290095
pm2_5_mean_lag5,0.04609910201701237
o3_mean,0.042867656420605096
wind_gust_max,0.027090333695645126
aqi_change_rate,0.0232904878826485
month,0.020018246480475285
week_of_year,0.019880771117362535
temp_mean_lag1,0.015780490816295255
is_weekend,0.0
imputed,0.0
snow_sum,0.0
rain_sum,0.0
is_complete_day,0.0
num_hours,0.0
visibility_mean,0.0
