feature,mean_abs_shap
doy_cos,29.520275020028066
aqi_daily,4.069715372474554
aqi_roll_mean_3,2.790524169290096
pm25_roll_mean_3,2.300950102898535
pm10_mean,1.6578325157184246
pressure_mean,1.1417280761845254
pm10_mean_lag4,1.1284513315767504
wind_u_mean_lag3,1.0798112810238771
day_of_year,1.0482662675354826
pm2_5_mean,0.9540444644984484
temp_mean,0.8653342929412874
humidity_mean_roll_std_7,0.8087306201265541
temp_max,0.7871770170560257
wind_v_mean,0.7712371345185302
wind_u_mean_roll_mean_7,0.5841938208043832
temp_range,0.49584249753847853
clouds_mean,0.4941208667040689
aqi_daily_lag3,0.48187597685562944
temp_mean_lag3,0.4592399445128
aqi_change_rate,0.44503620424061946
humidity_mean_lag1,0.43171837636308225
pm25_roll_mean_14,0.372859312957686
doy_sin,0.3690968723333964
pm25_roll_std_3,0.36384170584105013
humidity_mean,0.3414037690232293
aqi_roll_std_7,0.3194980389588846
pm10_roll_std_3,0.3036277799049691
humidity_mean_roll_mean_3,0.29198790226599597
wind_u_mean,0.2799538972054941
no_mean,0.2607319266618546
o3_mean,0.26034673007550896
pm10_roll_mean_30,0.25100573560918427
humidity_mean_roll_std_3,0.24233852456951538
pm2_5_mean_lag2,0.24148532859488137
aqi_daily_lag1,0.23489313314627197
aqi_roll_mean_30,0.2333560563824153
temp_min,0.23036404916894349
temp_mean_roll_std_3,0.2276118266386963
nh3_mean,0.21915031086678496
pm25_roll_std_7,0.21038459489835123
wind_speed_mean,0.20686693240118825
pm25_roll_std_30,0.2032706345719633
pm10_mean_lag5,0.20290216957176999
pm10_mean_lag7,0.1998516531510341
temp_mean_roll_mean_7,0.1987336689533161
pm10_roll_mean_14,0.19424046159968422
o3_8h_max_ppb,0.18881209963472342
wind_v_mean_roll_std_7,0.18617102016530565
wind_v_mean_roll_std_3,0.18329637255976716
pm10_roll_std_30,0.17472668608847686
wind_speed_max,0.17210571754222892
wind_v_mean_lag3,0.17155417766137
aqi_daily_lag6,0.17069346225537615
humidity_mean_roll_mean_7,0.15899267099779368
aqi_roll_std_3,0.15473010442071206
aqi_roll_std_30,0.14496850200615116
wind_v_mean_roll_mean_7,0.13743685651778326
pm2_5_mean_lag5,0.12711727589183167
wind_v_mean_roll_mean_3,0.12554990787218254
temp_mean_roll_mean_3,0.12141472364358179
temp_mean_roll_std_7,0.11842695586612728
aqi_daily_lag7,0.10900078501716853
aqi_daily_lag4,0.10866022120996852
aqi_roll_mean_7,0.1064361437413205
pm10_roll_std_14,0.10532632543819793
wind_u_mean_roll_std_7,0.10252500411562375
pm25_roll_mean_30,0.09815200912373628
pm25_roll_mean_7,0.09592400936779837
temp_mean_lag2,0.08289234036398543
wind_u_mean_lag2,0.08131179434182563
wind_v_mean_lag1,0.08002014437308161
wind_u_mean_lag1,0.08001977758032905
pm10_roll_std_7,0.07442780915643833
pm10_roll_mean_3,0.0736244968105239
aqi_roll_std_14,0.07293129151085578
day_of_week,0.07273830631892901
pm10_mean_lag2,0.07138806489367161
no2_mean,0.06493786542316828
pm2_5_mean_lag7,0.06461417441291943
pm25_roll_std_14,0.061214349748875276
dew_point_mean,0.05712646331352854
temp_mean_lag1,0.056535232430042916
wind_v_mean_lag2,0.05399259528685153
pm10_mean_lag1,0.051369369895104475
pm2_5_mean_lag6,0.051182565070625734
pm10_mean_lag6,0.047692563980099995
so2_mean,0.04728827395455814
aqi_roll_mean_14,0.04487087893342523
rain_sum,0.042533099163666876
humidity_mean_lag3,0.04244147973658546
wind_u_mean_roll_mean_3,0.0410480994927671
wind_u_mean_roll_std_3,0.036907935398629715
co_mean,0.03557019230704042
aqi_daily_lag5,0.03525719897305828
week_of_year,0.033832644144210305
humidity_mean_lag2,0.029778561608886974
aqi_daily_lag2,0.028089386240153714
pm2_5_mean_lag3,0.025666440972618512
pm10_mean_lag3,0.02416035677406818
month,0.023816461878388616
wind_gust_max,0.01799724175821508
pm10_roll_mean_7,0.01177156415356287
pm2_5_mean_lag1,0.0
is_weekend,0.0
imputed,0.0
is_complete_day,0.0
visibility_mean,0.0
snow_sum,0.0
num_hours,0.0
pm2_5_mean_lag4,0.0
