feature,mean_abs_shap
pm10_mean,3.8635511196903973
clouds_mean,2.652744603792007
no_mean,2.142530413386192
doy_cos,1.9292216394371526
aqi_daily,1.9131326047891175
no2_mean,1.9084788190912367
wind_u_mean_roll_mean_7,1.85963081891413
pm2_5_mean,1.850777582595445
temp_range,1.753668221425947
so2_mean,1.6908323071388138
wind_u_mean,1.610767589367263
aqi_daily_lag1,1.5540109081856504
co_mean,1.552355409280769
pm2_5_mean_lag7,1.4425571949471925
aqi_roll_mean_3,1.3850830775528935
pm25_roll_std_3,1.3255527389790518
wind_u_mean_lag3,1.3013418894061606
aqi_change_rate,1.2600435153071876
pm10_roll_mean_3,1.224581857867372
aqi_daily_lag2,1.2089930098936557
pm2_5_mean_lag3,1.1566392997946338
o3_mean,1.1523550964914953
wind_u_mean_roll_std_3,1.143145260669201
nh3_mean,1.0751842194973993
wind_u_mean_roll_std_7,0.9603919426610403
wind_gust_max,0.9487106748219929
wind_v_mean,0.9449420130696281
wind_u_mean_roll_mean_3,0.8993862253850382
wind_speed_mean,0.8984417980065961
wind_u_mean_lag2,0.8761102488646515
humidity_mean_roll_std_3,0.8695175235215746
pm10_mean_lag3,0.8538286906774526
humidity_mean_roll_std_7,0.844581221040979
rain_sum,0.8348724272251719
pressure_mean,0.8346448258462827
temp_mean_lag1,0.8141171995954175
aqi_daily_lag4,0.8126613942667774
day_of_week,0.8069919424564033
aqi_daily_lag3,0.7957458777896499
dew_point_mean,0.7941151971646706
pm2_5_mean_lag6,0.7797584429135777
aqi_roll_mean_7,0.7730297467134107
is_weekend,0.735282427662079
aqi_roll_mean_30,0.7168153013254742
pm25_roll_std_30,0.6878104364618146
humidity_mean,0.6208493270062071
aqi_roll_mean_14,0.6132489187568172
pm25_roll_mean_30,0.6121064555257116
pm2_5_mean_lag1,0.6068888524542706
wind_speed_max,0.5891618912766565
temp_min,0.5640229386243115
pm10_roll_std_3,0.5610500410568751
temp_max,0.5588867980017711
pm25_roll_std_7,0.5355081259180339
wind_v_mean_lag2,0.5271952990398658
wind_v_mean_roll_mean_3,0.5241530695584782
pm10_mean_lag4,0.5122828788128788
temp_mean_roll_mean_3,0.507967105591833
aqi_roll_std_7,0.4972110531858639
wind_v_mean_roll_std_3,0.48363528008106915
temp_mean_lag3,0.4660885719594806
doy_sin,0.46578050530740467
pm10_mean_lag7,0.46343461831436344
temp_mean_lag2,0.4539095015863335
pm10_roll_mean_7,0.43818413995037875
wind_v_mean_lag1,0.4295326805410472
aqi_daily_lag6,0.4044767227811477
pm25_roll_mean_14,0.4026051500524999
temp_mean_roll_mean_7,0.37473362867418564
pm10_mean_lag1,0.3559680904634458
pm10_roll_mean_30,0.3338582987907526
pm2_5_mean_lag5,0.3175630313221516
humidity_mean_roll_mean_3,0.3133719110760158
pm2_5_mean_lag4,0.30673379708495835
pm25_roll_mean_3,0.3054421196777212
temp_mean_roll_std_3,0.3052174391875269
aqi_roll_std_14,0.3021579370273822
pm25_roll_mean_7,0.3004102736824606
temp_mean,0.29939187749786367
wind_v_mean_roll_mean_7,0.29827840923930515
pm25_roll_std_14,0.2884653367505324
pm10_mean_lag2,0.28340837796149076
humidity_mean_lag2,0.24931916021251382
pm10_roll_std_30,0.2425315643602117
temp_mean_roll_std_7,0.24162746095133464
pm2_5_mean_lag2,0.2184256283529947
pm10_mean_lag5,0.2055762240950326
pm10_mean_lag6,0.19481479369560803
wind_v_mean_roll_std_7,0.18243228438295964
pm10_roll_mean_14,0.1814051355666041
pm10_roll_std_14,0.1793549376769784
aqi_daily_lag5,0.16367430294957408
pm10_roll_std_7,0.15420515986824285
week_of_year,0.14062098902793635
aqi_roll_std_30,0.11800187825165034
humidity_mean_lag1,0.09566680358034027
aqi_roll_std_3,0.08790191620438731
humidity_mean_lag3,0.08702369552714564
day_of_year,0.06810668913493693
month,0.06414225714571728
humidity_mean_roll_mean_7,0.04942595463209779
o3_8h_max_ppb,0.04907384661070957
wind_v_mean_lag3,0.047056397030384674
aqi_daily_lag7,0.026836708807302007
wind_u_mean_lag1,0.02323181839903118
num_hours,0.010999920172048204
imputed,0.0
is_complete_day,0.0
snow_sum,0.0
