feature,mean_abs_shap
pm25_roll_mean_3,3.600601198412815
pressure_mean,2.2256750243838765
pm2_5_mean,2.1278565943836014
aqi_daily,1.419848832648489
wind_v_mean_lag1,1.0219421260300054
temp_mean_lag2,0.8129316263990511
wind_u_mean_roll_std_7,0.7422464086153023
temp_max,0.6131491375614284
pm10_roll_std_7,0.5901999852921314
wind_speed_mean,0.5807041923828412
wind_u_mean_roll_mean_7,0.5615287129326205
aqi_roll_std_14,0.5535853602108618
pm10_mean_lag4,0.547885162117487
aqi_daily_lag7,0.5423523573662972
pm2_5_mean_lag1,0.4967696083872574
humidity_mean_roll_std_7,0.4848450464986928
temp_range,0.4559762329474217
aqi_roll_std_30,0.441083107315794
aqi_daily_lag6,0.42893924998532046
pm2_5_mean_lag4,0.4139975443690558
pm2_5_mean_lag2,0.41149948008373805
aqi_roll_mean_14,0.398992913401389
wind_v_mean_roll_mean_3,0.3364037669424551
temp_mean,0.321026204744232
pm10_roll_mean_14,0.3079517245908667
pm25_roll_mean_30,0.3000013879342919
temp_mean_roll_mean_3,0.29682402429062205
temp_mean_lag3,0.27334144178684333
wind_v_mean_roll_std_7,0.27033419548633775
wind_gust_max,0.26627561353000606
humidity_mean_roll_mean_7,0.2637866422412876
pm10_roll_std_3,0.2611602886635921
wind_v_mean_lag2,0.2610365661157158
pm2_5_mean_lag7,0.2525735464240095
temp_mean_roll_mean_7,0.24227099690075174
aqi_roll_mean_7,0.23899783166222896
pm25_roll_std_30,0.23513366990697313
aqi_daily_lag5,0.21806722256056255
temp_mean_roll_std_7,0.20848624104308652
aqi_roll_mean_3,0.1992520819149023
clouds_mean,0.19720457861405585
aqi_roll_std_7,0.19712956795916037
pm10_mean_lag5,0.18294322780195948
pm10_mean_lag3,0.18217120126803663
aqi_roll_std_3,0.16598382405343243
aqi_daily_lag1,0.1621869100433977
wind_u_mean_lag2,0.15839191531403718
temp_mean_roll_std_3,0.15698856170626116
wind_u_mean_lag3,0.15590258951717306
pm25_roll_std_7,0.15460575449597755
o3_mean,0.14908827498228489
humidity_mean,0.1415058216873662
pm10_mean_lag2,0.14116973904897293
pm25_roll_std_14,0.13830254305649098
rain_sum,0.12987105000792895
pm2_5_mean_lag3,0.12754283286086493
wind_v_mean,0.1256926571100005
pm2_5_mean_lag5,0.12406411578960022
temp_min,0.12020468330066417
wind_u_mean_roll_std_3,0.11650112670816423
aqi_change_rate,0.11287650031343202
pm25_roll_std_3,0.11284456953941877
wind_v_mean_roll_std_3,0.10821279779114903
pm10_roll_mean_7,0.10597416936852394
pm10_roll_mean_3,0.10328836062289813
humidity_mean_lag2,0.09224102693000237
wind_v_mean_lag3,0.09188438274202683
pm10_roll_std_14,0.08347690958864587
day_of_week,0.08342552807260023
pm25_roll_mean_14,0.07418907752112326
humidity_mean_lag3,0.06767275169969902
wind_u_mean_lag1,0.06758666725648993
humidity_mean_lag1,0.06692009686667028
pm10_roll_mean_30,0.06328032565698503
pm10_mean_lag1,0.05275913506000695
aqi_daily_lag2,0.052607582899984275
doy_sin,0.05250846765049992
wind_u_mean_roll_mean_3,0.04367720189410607
humidity_mean_roll_std_3,0.04214734440045197
pm10_mean,0.04107098735961318
aqi_roll_mean_30,0.040997001052302785
dew_point_mean,0.03759382330006501
pm25_roll_mean_7,0.03728834295603646
wind_u_mean,0.03392437636438365
day_of_year,0.03352407882200631
humidity_mean_roll_mean_3,0.02578787746741299
o3_8h_max_ppb,0.01871778556836795
pm10_roll_std_30,0.015498358455456914
nh3_mean,0.014623018871191126
pm10_mean_lag7,0.01428204122624689
pm10_mean_lag6,0.013894379777827462
aqi_daily_lag4,0.010410569742242417
wind_speed_max,0.001278009477428061
so2_mean,0.0
aqi_daily_lag3,0.0
is_weekend,0.0
month,0.0
doy_cos,0.0
week_of_year,0.0
snow_sum,0.0
imputed,0.0
is_complete_day,0.0
visibility_mean,0.0
no_mean,0.0
num_hours,0.0
co_mean,0.0
no2_mean,0.0
pm2_5_mean_lag6,0.0
temp_mean_lag1,0.0
wind_v_mean_roll_mean_7,0.0
