temperature_2m,pm10_lag_1,pm10_lag_2,pm10_lag_3,pm10_lag_6,pm10_lag_12,pm10_lag_24,pm10_rolling_mean_3,pm10_rolling_mean_6,pm10_rolling_mean_12,pm10_rolling_mean_24,pm10_rolling_std_3,pm10_rolling_std_6,pm10_rolling_std_12,pm10_rolling_std_24,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,pm10,temperature_2m_squared,pm10_lag_1_squared,pm10_lag_1_temp_interaction,pm10_lag_2_squared,pm10_lag_2_temp_interaction,pm10_lag_3_squared,pm10_lag_3_temp_interaction,pm10_lag_6_squared,pm10_lag_6_temp_interaction,ratio_pm10_lag_1_pm10_lag_2,ratio_pm10_lag_2_pm10_lag_3,ratio_pm10_lag_3_pm10_lag_6,ratio_pm10_lag_6_pm10_lag_12,ratio_pm10_lag_12_pm10_lag_24
-0.7633873202572073,-0.6751693446590268,-0.9390326366549469,-0.254249470068367,-1.2232495925600595,-0.4058242906261715,0.1660878107861068,-0.793866077897736,-0.851737471332084,-1.008842536307568,-0.2244854931837027,0.1722689723110856,0.4944959617392024,0.914594658757078,1.8537417453735705,-0.3738726466065611,-1.357070963357112,-1.3528735156285423,-0.3424620606564431,1.3841909813207665,1.7300315804873516,20.0,0.5827602007294801,0.4558536439672997,0.5154157167390693,0.8817822927031415,0.7168456081300797,0.06464279303004546,0.19409082163230573,1.4963395656983516,0.9338132284701446,0.7190052033273193,3.693351546950949,0.20784758375822604,3.014234610784332,-2.4434319669279363
-0.5342432224737986,-0.6751693446590268,-0.6645363147748609,-0.9546369488496989,-1.2232495925600595,-1.8841134687852483,0.4476255106940087,-0.8421413204689553,-0.8266318060389911,-0.9412383276892228,-0.3036841996819453,0.4187088434758025,0.4072760483577262,0.7761362351104598,1.8647903342920649,-0.7163820033777409,-1.2163710383554254,-1.3528735156285423,-0.3424620606564431,1.3841909813207665,1.7300315804873516,17.0,0.2854158207591887,0.4558536439672997,0.3607046464061613,0.44160851365455295,0.3550240222561843,0.9113317041090625,0.510008319846018,1.4963395656983516,0.6535128042190473,1.016000690718874,0.696114185122149,0.7804106066824084,0.6492441242624156,-4.209128795570182
-0.3374727248199088,-1.0983277727251493,-0.6645363147748609,-0.6744819573371661,-0.946096337589112,-2.0319423866011563,0.7291632106019107,-0.8421413204689553,-0.7764204754528025,-0.8195507521762021,-0.3756830237712572,0.4187088434758025,0.3730394442987418,0.5070435719638754,1.836450400644963,-1.0105014558747565,-0.9925497799432464,-1.3528735156285423,-0.3424620606564431,1.3841909813207665,1.7300315804873516,20.0,0.1138878399973739,1.2063238963393872,0.37065566620693763,0.44160851365455295,0.2242628808888529,0.45492591077337474,0.22761926398443894,0.8950982799995311,0.31928170898833397,1.652773166542426,0.985254412513826,0.7129104486177569,0.4656117951394142,-2.786677014405397
-0.1864854115320286,-0.6751693446590268,-1.0762807975949895,-0.6744819573371661,-0.2532132001617434,-0.2579953728102638,-0.81929413889155,-0.793866077897736,-0.8266318060389911,-0.8465924356235407,-0.3612832589533957,0.5679408217847767,0.1704731938568698,0.464699820715007,1.8294195691111383,-1.2361872494653126,-0.700860236999246,-1.3528735156285423,-0.3424620606564431,1.3841909813207665,1.7300315804873516,21.0,0.034776808714270066,0.4558536439672997,0.12590923309254867,1.1583803552717067,0.2007106674635216,0.45492591077337474,0.12578104538494958,0.06411692473615115,0.047220567837504654,0.6273171020433533,1.5957147583328404,2.6636920332085836,0.9814641527024759,0.3148995747831298
-0.0915708184923941,-0.5341165353036527,-0.6645363147748609,-1.0947144446059651,-0.946096337589112,-0.7014821262579869,-0.81929413889155,-0.6490403501840761,-0.7764204754528025,-0.8465924356235407,-0.3540833765444637,-0.0741708988536408,0.120094312808538,0.464699820715007,1.8251519021499565,-1.3780592702796208,-0.361180569835296,-1.3528735156285423,-0.3424620606564431,1.3841909813207665,1.7300315804873516,20.0,0.008385214799366984,0.285280473284778,0.04890948830807718,0.44160851365455295,0.06085213426185325,1.1983997152289467,0.10024389770801484,0.8950982799995311,0.0866348160056914,0.8037431987776902,0.6070407896046937,1.1570856081806902,1.3487105596305216,0.8562030429865831
-0.0591972183628747,-0.6751693446590268,-0.5272881538348179,-0.6744819573371661,-0.6689430826181646,0.1854913806374593,1.7145451602795674,-0.3111136521855354,-0.6006808184011464,-0.8330715938998708,-0.4260822006337761,1.2954035350811737,0.8237141721309755,0.5264061625357038,1.696329919580936,-1.4264491745537855,0.0033406135785693,-1.3528735156285423,-0.3424620606564431,1.3841909813207665,1.7300315804873516,27.0,0.0035043106619018693,0.4558536439672997,0.039968147127699416,0.27803279717453055,0.03121399198271678,0.45492591077337474,0.039927455710307355,0.4474848477826926,0.03959956973408202,1.2804561463277189,0.7817676305741543,1.0082800539324266,-3.6063295461815037,0.10818693135230363
-0.186485411532028,0.171147511473218,0.29620081180544,-0.6744819573371661,-1.0846729650745857,-1.2927977975216176,1.7145451602795674,0.4130149863827641,-0.1236731778323625,-0.5085713925318159,-0.5412803191766737,0.5679408217847896,1.160469255142348,0.7986948400214651,1.463105032212171,-1.2361872494653126,0.7075414641563847,-1.3528735156285423,-0.3424620606564431,1.3841909813207665,1.7300315804873516,30.0,0.03477680871426984,0.029291470683475287,-0.031916514109765544,0.08773492091420168,-0.055237130285658256,0.45492591077337474,0.12578104538494916,1.1765154411636933,0.20227568426959913,0.5778090365516829,-0.4391530610638753,0.6218297913501369,0.8390120833622235,-0.754017928446189
-0.3374727248199088,0.7353587488947145,0.158952650865397,0.3060605129566983,-0.6689430826181646,-0.9971399618898024,2.1368517101414204,0.316464501240324,0.0018551486331059,-0.4139255004661335,-0.6492785553106412,0.8087185938491358,0.9872974443463504,0.7769899919164707,1.1776627232181651,-1.0105014558747571,0.9992310071003848,-1.3528735156285423,-0.3424620606564431,1.3841909813207665,1.7300315804873516,25.0,0.1138878399973739,0.5407524895759999,-0.24816352070965841,0.025265945217136796,-0.05364218420489316,0.09367303759131727,-0.10328707526727597,0.4474848477826926,0.2257500448405814,4.626275174578078,0.5193503864197663,-0.45752848857349465,0.670861779583065,-0.46663975440645455
-0.7633873202572073,-0.1109581072375302,0.021704489925354,0.7262930002254973,-0.6689430826181646,-0.9971399618898024,-0.960062988845501,-0.2145631670430963,0.102277809805482,-0.3598421335714584,-0.7428770266267466,0.5679408217847836,0.7170228776876356,0.723425417146646,0.7889713006665975,-0.3738726466065621,1.3637521905142505,-1.3528735156285423,-0.3424620606564431,1.3841909813207665,1.7300315804873516,21.0,0.5827602007294801,0.012311701561735253,0.08470401214487003,0.00047108488291979324,-0.016568932401665543,0.5275015221765541,-0.5544428671637096,0.4474848477826926,0.5106626672444763,-5.112216711702031,0.029883930617224656,-1.0857321496474608,0.670861779583065,1.0386193237957029
-1.0092892265847224,-0.5341165353036527,-0.1155436710146889,0.0259055214441656,0.3010933097801515,-0.7014821262579869,-1.241600688753403,0.316464501240324,0.3282287974433267,-0.1435086659927542,-0.5988793784481241,3.067377321584027,1.5398382721792003,1.1758901939038366,1.017423325750506,-0.0063148322016973,1.4117423147341996,-1.0791515218987215,0.8521611920948475,1.3841909813207665,1.7300315804873516,36.0,1.018664742899987,0.285280473284778,0.5390780648227352,0.01335033991155066,0.11661698235517497,0.0006710960412941238,-0.02614616370265584,0.09065718119436626,-0.3038902337578433,4.622638149190643,-4.460193038838871,0.08603818066465563,-0.42922449881732583,0.5649820737552204
