datetime_utc,date,lat,lon,pm2_5,pm10,co,no,no2,o3,so2,nh3,ow_aqi_1to5,source,city
2022-08-15T00:00:00Z,2022-08-15,24.8607,67.0011,11.81,13.96,303.75,0.0,6.0,53.64,6.2,1.36,2.0,openweather,Karachi
2022-08-15T01:00:00Z,2022-08-15,24.8607,67.0011,10.87,12.61,317.1,0.0,7.2,51.5,7.21,1.57,2.0,openweather,Karachi
2022-08-15T02:00:00Z,2022-08-15,24.8607,67.0011,11.41,13.15,387.19,0.0,12.34,44.7,10.25,2.44,2.0,openweather,Karachi
2022-08-15T03:00:00Z,2022-08-15,24.8607,67.0011,15.14,17.4,607.49,0.06,26.73,29.33,15.26,4.24,2.0,openweather,Karachi
2022-08-15T04:00:00Z,2022-08-15,24.8607,67.0011,21.8,24.9,974.66,1.19,49.35,10.82,21.46,6.4,3.0,openweather,Karachi
2022-08-15T05:00:00Z,2022-08-15,24.8607,67.0011,26.07,29.85,1161.58,3.46,55.52,4.29,23.6,7.6,4.0,openweather,Karachi
2022-08-15T06:00:00Z,2022-08-15,24.8607,67.0011,27.91,32.13,1174.93,5.59,50.04,9.66,25.27,8.04,4.0,openweather,Karachi
2022-08-15T07:00:00Z,2022-08-15,24.8607,67.0011,26.34,30.52,988.01,6.2,37.01,31.11,22.65,6.71,4.0,openweather,Karachi
2022-08-15T08:00:00Z,2022-08-15,24.8607,67.0011,20.9,24.4,694.27,2.49,27.08,41.84,15.26,4.18,3.0,openweather,Karachi
2022-08-15T09:00:00Z,2022-08-15,24.8607,67.0011,16.47,19.53,473.98,1.41,18.16,47.92,8.58,2.25,2.0,openweather,Karachi
2022-08-15T10:00:00Z,2022-08-15,24.8607,67.0011,14.16,17.94,383.85,0.85,12.51,53.64,4.95,1.27,2.0,openweather,Karachi
2022-08-15T11:00:00Z,2022-08-15,24.8607,67.0011,13.18,16.99,383.85,0.68,11.82,55.07,4.23,0.97,2.0,openweather,Karachi
2022-08-15T12:00:00Z,2022-08-15,24.8607,67.0011,12.29,15.41,393.87,0.55,13.37,51.5,3.99,0.78,2.0,openweather,Karachi
2022-08-15T13:00:00Z,2022-08-15,24.8607,67.0011,11.47,14.14,440.6,0.29,17.82,42.2,4.05,0.79,2.0,openweather,Karachi
2022-08-15T14:00:00Z,2022-08-15,24.8607,67.0011,10.75,13.27,473.98,0.05,20.91,35.41,4.47,1.06,2.0,openweather,Karachi
2022-08-15T15:00:00Z,2022-08-15,24.8607,67.0011,10.12,12.81,460.62,0.01,19.88,34.33,5.13,1.52,2.0,openweather,Karachi
2022-08-15T16:00:00Z,2022-08-15,24.8607,67.0011,10.33,13.59,487.33,0.01,21.25,31.47,6.85,2.28,2.0,openweather,Karachi
2022-08-15T17:00:00Z,2022-08-15,24.8607,67.0011,10.84,14.79,500.68,0.01,22.28,29.33,8.58,2.85,2.0,openweather,Karachi
2022-08-15T18:00:00Z,2022-08-15,24.8607,67.0011,11.93,16.82,527.38,0.01,22.96,27.89,9.89,3.26,2.0,openweather,Karachi
2022-08-15T19:00:00Z,2022-08-15,24.8607,67.0011,12.98,18.81,520.71,0.01,21.76,28.97,11.21,2.91,2.0,openweather,Karachi
2022-08-15T20:00:00Z,2022-08-15,24.8607,67.0011,13.82,20.16,467.3,0.0,19.02,30.76,14.42,1.92,2.0,openweather,Karachi
2022-08-15T21:00:00Z,2022-08-15,24.8607,67.0011,15.33,22.12,400.54,0.0,17.82,31.47,21.22,1.23,2.0,openweather,Karachi
2022-08-15T22:00:00Z,2022-08-15,24.8607,67.0011,17.25,24.11,363.83,0.0,19.36,29.68,28.13,0.93,2.0,openweather,Karachi
2022-08-15T23:00:00Z,2022-08-15,24.8607,67.0011,18.98,25.7,363.83,0.0,21.59,27.18,32.42,0.94,2.0,openweather,Karachi
2022-08-16T00:00:00Z,2022-08-16,24.8607,67.0011,18.3,24.28,370.5,0.01,21.76,25.03,33.86,1.36,2.0,openweather,Karachi
2022-08-16T01:00:00Z,2022-08-16,24.8607,67.0011,16.98,22.13,400.54,0.02,21.25,21.64,32.42,2.44,2.0,openweather,Karachi
2022-08-16T02:00:00Z,2022-08-16,24.8607,67.0011,19.93,24.94,520.71,0.2,26.39,13.05,33.38,3.83,2.0,openweather,Karachi
2022-08-16T03:00:00Z,2022-08-16,24.8607,67.0011,27.35,33.01,841.14,4.92,37.7,2.48,36.72,6.02,4.0,openweather,Karachi
2022-08-16T04:00:00Z,2022-08-16,24.8607,67.0011,34.18,40.8,1335.14,22.13,40.78,2.73,39.1,8.87,4.0,openweather,Karachi
2022-08-16T05:00:00Z,2022-08-16,24.8607,67.0011,35.14,42.64,1575.47,31.29,42.16,4.43,39.1,10.64,4.0,openweather,Karachi
2022-08-16T06:00:00Z,2022-08-16,24.8607,67.0011,32.31,40.34,1508.71,27.27,43.53,9.03,39.58,10.64,4.0,openweather,Karachi
2022-08-16T07:00:00Z,2022-08-16,24.8607,67.0011,39.25,50.24,1976.01,38.89,56.21,4.29,44.35,12.54,4.0,openweather,Karachi
2022-08-16T08:00:00Z,2022-08-16,24.8607,67.0011,55.39,71.02,2910.61,75.1,66.49,1.23,52.93,16.72,5.0,openweather,Karachi
2022-08-16T09:00:00Z,2022-08-16,24.8607,67.0011,67.16,85.31,3417.97,101.03,73.34,0.61,57.7,17.99,5.0,openweather,Karachi
2022-08-16T10:00:00Z,2022-08-16,24.8607,67.0011,66.09,81.47,3017.43,85.83,78.14,1.79,51.5,13.3,5.0,openweather,Karachi
2022-08-16T11:00:00Z,2022-08-16,24.8607,67.0011,61.66,73.69,2483.37,64.37,79.51,1.97,41.48,9.25,5.0,openweather,Karachi
2022-08-16T12:00:00Z,2022-08-16,24.8607,67.0011,57.93,67.26,1976.01,41.57,79.51,2.77,34.33,5.89,5.0,openweather,Karachi
2022-08-16T13:00:00Z,2022-08-16,24.8607,67.0011,53.04,58.59,1321.79,5.81,74.71,12.7,33.38,2.6,5.0,openweather,Karachi
2022-08-16T14:00:00Z,2022-08-16,24.8607,67.0011,52.75,57.24,1134.87,0.29,60.32,37.55,25.03,1.96,5.0,openweather,Karachi
2022-08-16T15:00:00Z,2022-08-16,24.8607,67.0011,52.08,55.87,834.47,0.0,31.87,85.12,17.17,1.41,5.0,openweather,Karachi
2022-08-16T16:00:00Z,2022-08-16,24.8607,67.0011,52.21,55.61,674.25,0.0,19.19,111.58,13.47,1.27,5.0,openweather,Karachi
2022-08-16T17:00:00Z,2022-08-16,24.8607,67.0011,51.62,54.77,620.84,0.0,15.25,117.3,11.68,1.31,5.0,openweather,Karachi
2022-08-16T18:00:00Z,2022-08-16,24.8607,67.0011,46.43,49.36,574.11,0.0,13.88,111.58,9.89,1.35,4.0,openweather,Karachi
2022-08-16T19:00:00Z,2022-08-16,24.8607,67.0011,35.29,37.71,494.0,0.0,12.0,98.71,7.45,0.93,4.0,openweather,Karachi
2022-08-16T20:00:00Z,2022-08-16,24.8607,67.0011,22.38,24.02,390.53,0.0,8.74,82.97,5.19,0.45,3.0,openweather,Karachi
2022-08-16T21:00:00Z,2022-08-16,24.8607,67.0011,13.15,14.32,327.11,0.0,5.57,69.38,3.87,0.36,2.0,openweather,Karachi
2022-08-16T22:00:00Z,2022-08-16,24.8607,67.0011,9.1,10.12,303.75,0.0,3.73,60.08,3.04,0.45,1.0,openweather,Karachi
2022-08-16T23:00:00Z,2022-08-16,24.8607,67.0011,8.2,9.27,297.07,0.0,3.56,52.93,3.22,0.66,1.0,openweather,Karachi
2022-08-17T00:00:00Z,2022-08-17,24.8607,67.0011,7.61,8.65,290.39,0.0,3.98,47.21,3.76,0.86,1.0,openweather,Karachi
2022-08-17T01:00:00Z,2022-08-17,24.8607,67.0011,7.26,8.19,293.73,0.0,4.97,43.27,4.59,1.11,1.0,openweather,Karachi
2022-08-17T02:00:00Z,2022-08-17,24.8607,67.0011,7.16,8.1,307.08,0.0,6.17,40.41,4.59,1.22,1.0,openweather,Karachi
2022-08-17T03:00:00Z,2022-08-17,24.8607,67.0011,7.52,8.69,353.81,0.1,9.68,36.12,4.41,1.42,1.0,openweather,Karachi
2022-08-17T04:00:00Z,2022-08-17,24.8607,67.0011,7.99,9.43,433.92,0.89,14.91,31.11,4.71,1.65,1.0,openweather,Karachi
2022-08-17T05:00:00Z,2022-08-17,24.8607,67.0011,8.25,9.91,453.95,1.98,15.59,30.4,5.01,1.76,1.0,openweather,Karachi
2022-08-17T06:00:00Z,2022-08-17,24.8607,67.0011,8.45,10.28,413.89,2.49,12.34,35.05,4.95,1.73,1.0,openweather,Karachi
2022-08-17T07:00:00Z,2022-08-17,24.8607,67.0011,9.02,11.34,353.81,1.9,9.17,38.98,4.17,1.5,1.0,openweather,Karachi
2022-08-17T08:00:00Z,2022-08-17,24.8607,67.0011,10.39,13.91,320.43,1.16,8.14,35.76,3.43,1.19,2.0,openweather,Karachi
2022-08-17T09:00:00Z,2022-08-17,24.8607,67.0011,11.78,18.21,317.1,0.82,7.97,37.91,2.8,0.96,2.0,openweather,Karachi
2022-08-17T10:00:00Z,2022-08-17,24.8607,67.0011,11.88,19.72,313.76,0.57,7.45,42.92,2.29,0.75,2.0,openweather,Karachi
2022-08-17T11:00:00Z,2022-08-17,24.8607,67.0011,10.67,17.13,310.42,0.49,7.45,43.27,2.29,0.7,2.0,openweather,Karachi
2022-08-17T12:00:00Z,2022-08-17,24.8607,67.0011,10.04,15.59,307.08,0.47,7.8,38.27,2.24,0.67,2.0,openweather,Karachi
2022-08-17T13:00:00Z,2022-08-17,24.8607,67.0011,10.73,16.16,317.1,0.4,9.34,32.54,2.15,0.66,2.0,openweather,Karachi
2022-08-17T14:00:00Z,2022-08-17,24.8607,67.0011,11.17,17.08,303.75,0.06,8.91,31.47,1.85,0.59,2.0,openweather,Karachi
2022-08-17T15:00:00Z,2022-08-17,24.8607,67.0011,11.44,18.4,273.7,0.01,6.17,34.69,1.58,0.53,2.0,openweather,Karachi
2022-08-17T16:00:00Z,2022-08-17,24.8607,67.0011,12.78,21.88,260.35,0.0,4.76,37.19,1.55,0.54,2.0,openweather,Karachi
2022-08-17T17:00:00Z,2022-08-17,24.8607,67.0011,14.84,27.35,250.34,0.0,3.64,39.7,1.45,0.47,2.0,openweather,Karachi
2022-08-17T18:00:00Z,2022-08-17,24.8607,67.0011,15.89,30.59,250.34,0.0,3.08,42.2,1.34,0.42,2.0,openweather,Karachi
2022-08-17T19:00:00Z,2022-08-17,24.8607,67.0011,15.19,28.22,253.68,0.0,2.96,43.63,1.25,0.31,2.0,openweather,Karachi
2022-08-17T20:00:00Z,2022-08-17,24.8607,67.0011,13.76,24.84,250.34,0.0,2.59,43.99,1.25,0.21,2.0,openweather,Karachi
2022-08-17T21:00:00Z,2022-08-17,24.8607,67.0011,12.53,23.83,243.66,0.0,1.95,44.7,1.33,0.25,2.0,openweather,Karachi
2022-08-17T22:00:00Z,2022-08-17,24.8607,67.0011,11.62,23.31,240.33,0.0,1.44,46.49,1.28,0.26,2.0,openweather,Karachi
2022-08-17T23:00:00Z,2022-08-17,24.8607,67.0011,10.49,20.55,240.33,0.0,1.2,48.64,1.22,0.24,2.0,openweather,Karachi
2022-08-18T00:00:00Z,2022-08-18,24.8607,67.0011,11.26,20.66,240.33,0.0,1.11,47.92,1.21,0.21,2.0,openweather,Karachi
2022-08-18T01:00:00Z,2022-08-18,24.8607,67.0011,13.82,23.53,236.99,0.0,1.23,45.78,1.25,0.19,2.0,openweather,Karachi
2022-08-18T02:00:00Z,2022-08-18,24.8607,67.0011,14.79,25.22,240.33,0.0,1.52,42.56,1.3,0.2,2.0,openweather,Karachi
2022-08-18T03:00:00Z,2022-08-18,24.8607,67.0011,15.0,26.56,260.35,0.02,2.96,38.27,1.39,0.33,2.0,openweather,Karachi
2022-08-18T04:00:00Z,2022-08-18,24.8607,67.0011,15.28,31.03,283.72,0.14,5.06,36.48,1.52,0.43,2.0,openweather,Karachi
2022-08-18T05:00:00Z,2022-08-18,24.8607,67.0011,14.62,35.18,277.04,0.31,4.8,36.48,1.51,0.44,3.0,openweather,Karachi
2022-08-18T06:00:00Z,2022-08-18,24.8607,67.0011,14.5,38.57,263.69,0.42,3.43,37.19,1.45,0.42,3.0,openweather,Karachi
2022-08-18T07:00:00Z,2022-08-18,24.8607,67.0011,15.26,43.74,247.0,0.44,2.57,36.84,1.36,0.35,3.0,openweather,Karachi
2022-08-18T08:00:00Z,2022-08-18,24.8607,67.0011,16.61,47.87,233.65,0.46,2.42,34.33,1.39,0.3,3.0,openweather,Karachi
2022-08-18T09:00:00Z,2022-08-18,24.8607,67.0011,17.61,51.77,233.65,0.49,2.55,33.62,1.36,0.27,4.0,openweather,Karachi
2022-08-18T10:00:00Z,2022-08-18,24.8607,67.0011,17.78,51.44,243.66,0.47,2.72,35.05,1.33,0.27,4.0,openweather,Karachi
2022-08-18T11:00:00Z,2022-08-18,24.8607,67.0011,18.22,50.95,250.34,0.43,3.17,35.05,1.42,0.28,4.0,openweather,Karachi
2022-08-18T12:00:00Z,2022-08-18,24.8607,67.0011,19.13,54.7,257.02,0.36,3.98,33.62,1.45,0.28,4.0,openweather,Karachi
2022-08-18T13:00:00Z,2022-08-18,24.8607,67.0011,19.69,57.38,267.03,0.21,5.74,30.76,1.52,0.3,4.0,openweather,Karachi
2022-08-18T14:00:00Z,2022-08-18,24.8607,67.0011,19.95,59.33,270.37,0.04,6.34,30.76,1.52,0.33,4.0,openweather,Karachi
2022-08-18T15:00:00Z,2022-08-18,24.8607,67.0011,20.68,64.17,260.35,0.01,5.23,33.62,1.49,0.37,4.0,openweather,Karachi
2022-08-18T16:00:00Z,2022-08-18,24.8607,67.0011,21.94,73.54,253.68,0.0,4.46,36.12,1.55,0.43,4.0,openweather,Karachi
2022-08-18T17:00:00Z,2022-08-18,24.8607,67.0011,22.84,84.53,243.66,0.0,3.3,37.91,1.42,0.36,4.0,openweather,Karachi
2022-08-18T18:00:00Z,2022-08-18,24.8607,67.0011,23.22,89.11,236.99,0.0,2.74,38.62,1.3,0.31,4.0,openweather,Karachi
2022-08-18T19:00:00Z,2022-08-18,24.8607,67.0011,23.61,91.7,233.65,0.0,2.44,39.34,1.18,0.19,4.0,openweather,Karachi
2022-08-18T20:00:00Z,2022-08-18,24.8607,67.0011,24.16,102.78,223.64,0.0,1.86,39.34,1.1,0.03,5.0,openweather,Karachi
2022-08-18T21:00:00Z,2022-08-18,24.8607,67.0011,25.26,108.42,208.62,0.0,1.23,38.98,1.09,0.0,5.0,openweather,Karachi
2022-08-18T22:00:00Z,2022-08-18,24.8607,67.0011,26.51,119.39,201.94,0.0,0.91,37.55,1.07,0.0,5.0,openweather,Karachi
2022-08-18T23:00:00Z,2022-08-18,24.8607,67.0011,27.49,126.41,201.94,0.0,0.86,36.48,1.12,0.0,5.0,openweather,Karachi
2022-08-19T00:00:00Z,2022-08-19,24.8607,67.0011,28.21,129.96,201.94,0.0,0.86,35.76,1.15,0.0,5.0,openweather,Karachi
2022-08-19T01:00:00Z,2022-08-19,24.8607,67.0011,28.46,134.44,203.61,0.0,1.01,35.41,1.22,0.0,5.0,openweather,Karachi
2022-08-19T02:00:00Z,2022-08-19,24.8607,67.0011,28.39,137.22,206.95,0.0,1.29,34.69,1.25,0.02,5.0,openweather,Karachi
2022-08-19T03:00:00Z,2022-08-19,24.8607,67.0011,27.17,131.0,223.64,0.02,2.61,32.9,1.33,0.17,5.0,openweather,Karachi
2022-08-19T04:00:00Z,2022-08-19,24.8607,67.0011,25.8,124.6,250.34,0.19,4.54,31.11,1.45,0.3,5.0,openweather,Karachi
2022-08-19T05:00:00Z,2022-08-19,24.8607,67.0011,25.73,125.08,250.34,0.32,4.5,32.19,1.49,0.32,5.0,openweather,Karachi
2022-08-19T06:00:00Z,2022-08-19,24.8607,67.0011,26.52,134.77,236.99,0.34,3.51,33.97,1.53,0.3,5.0,openweather,Karachi
2022-08-19T07:00:00Z,2022-08-19,24.8607,67.0011,26.61,124.49,230.31,0.37,2.83,35.41,1.52,0.23,5.0,openweather,Karachi
2022-08-19T08:00:00Z,2022-08-19,24.8607,67.0011,26.12,113.21,230.31,0.43,2.87,35.41,1.59,0.23,5.0,openweather,Karachi
2022-08-19T09:00:00Z,2022-08-19,24.8607,67.0011,25.76,108.65,236.99,0.49,3.21,35.76,1.58,0.23,5.0,openweather,Karachi
2022-08-19T10:00:00Z,2022-08-19,24.8607,67.0011,25.95,114.97,240.33,0.49,3.47,35.76,1.56,0.25,5.0,openweather,Karachi
2022-08-19T11:00:00Z,2022-08-19,24.8607,67.0011,25.81,119.53,243.66,0.42,3.77,35.05,1.61,0.26,5.0,openweather,Karachi
2022-08-19T12:00:00Z,2022-08-19,24.8607,67.0011,25.95,120.12,247.0,0.31,4.41,33.62,1.59,0.26,5.0,openweather,Karachi
2022-08-19T13:00:00Z,2022-08-19,24.8607,67.0011,26.28,120.42,260.35,0.18,5.91,30.76,1.61,0.28,5.0,openweather,Karachi
2022-08-19T14:00:00Z,2022-08-19,24.8607,67.0011,26.24,122.26,263.69,0.04,6.34,30.4,1.55,0.3,5.0,openweather,Karachi
2022-08-19T15:00:00Z,2022-08-19,24.8607,67.0011,26.32,120.14,253.68,0.01,5.1,33.26,1.48,0.34,5.0,openweather,Karachi
2022-08-19T16:00:00Z,2022-08-19,24.8607,67.0011,26.57,120.55,253.68,0.01,4.2,35.41,1.49,0.4,5.0,openweather,Karachi
2022-08-19T17:00:00Z,2022-08-19,24.8607,67.0011,26.95,122.3,243.66,0.0,3.21,36.12,1.4,0.35,5.0,openweather,Karachi
2022-08-19T18:00:00Z,2022-08-19,24.8607,67.0011,28.25,131.92,236.99,0.0,2.72,35.05,1.36,0.3,5.0,openweather,Karachi
2022-08-19T19:00:00Z,2022-08-19,24.8607,67.0011,29.65,135.5,230.31,0.0,2.55,33.62,1.3,0.22,5.0,openweather,Karachi
2022-08-19T20:00:00Z,2022-08-19,24.8607,67.0011,29.41,132.72,220.3,0.0,2.14,32.9,1.28,0.11,5.0,openweather,Karachi
2022-08-19T21:00:00Z,2022-08-19,24.8607,67.0011,29.08,133.22,211.95,0.0,1.2,33.62,1.09,0.06,5.0,openweather,Karachi
2022-08-19T22:00:00Z,2022-08-19,24.8607,67.0011,28.85,134.36,210.29,0.0,0.88,34.33,1.04,0.05,5.0,openweather,Karachi
2022-08-19T23:00:00Z,2022-08-19,24.8607,67.0011,28.48,133.98,206.95,0.0,0.8,34.69,1.06,0.04,5.0,openweather,Karachi
2022-08-20T00:00:00Z,2022-08-20,24.8607,67.0011,28.2,130.9,205.28,0.0,0.79,34.33,1.09,0.05,5.0,openweather,Karachi
2022-08-20T01:00:00Z,2022-08-20,24.8607,67.0011,27.55,129.3,203.61,0.0,0.94,33.97,1.18,0.07,5.0,openweather,Karachi
2022-08-20T02:00:00Z,2022-08-20,24.8607,67.0011,26.4,126.31,205.28,0.0,1.27,32.9,1.25,0.11,5.0,openweather,Karachi
2022-08-20T03:00:00Z,2022-08-20,24.8607,67.0011,25.33,124.02,223.64,0.06,2.61,31.47,1.37,0.27,5.0,openweather,Karachi
2022-08-20T04:00:00Z,2022-08-20,24.8607,67.0011,23.36,109.11,250.34,0.27,4.76,29.68,1.56,0.4,5.0,openweather,Karachi
2022-08-20T05:00:00Z,2022-08-20,24.8607,67.0011,21.92,99.36,253.68,0.43,5.06,30.04,1.64,0.46,4.0,openweather,Karachi
2022-08-20T06:00:00Z,2022-08-20,24.8607,67.0011,21.98,99.45,247.0,0.42,4.28,31.47,1.67,0.47,4.0,openweather,Karachi
2022-08-20T07:00:00Z,2022-08-20,24.8607,67.0011,22.69,102.92,236.99,0.36,3.68,32.54,1.64,0.4,5.0,openweather,Karachi
2022-08-20T08:00:00Z,2022-08-20,24.8607,67.0011,22.98,101.28,233.65,0.37,3.56,32.9,1.67,0.35,5.0,openweather,Karachi
2022-08-20T09:00:00Z,2022-08-20,24.8607,67.0011,22.38,93.41,233.65,0.4,3.81,32.54,1.64,0.32,4.0,openweather,Karachi
2022-08-20T10:00:00Z,2022-08-20,24.8607,67.0011,21.86,86.12,233.65,0.52,3.64,33.26,1.56,0.29,4.0,openweather,Karachi
2022-08-20T11:00:00Z,2022-08-20,24.8607,67.0011,21.68,82.64,233.65,0.39,3.81,32.54,1.55,0.25,4.0,openweather,Karachi
2022-08-20T12:00:00Z,2022-08-20,24.8607,67.0011,22.27,79.92,233.65,0.26,4.2,31.11,1.48,0.21,4.0,openweather,Karachi
2022-08-20T13:00:00Z,2022-08-20,24.8607,67.0011,22.65,82.15,240.33,0.17,5.31,28.97,1.46,0.2,4.0,openweather,Karachi
2022-08-20T14:00:00Z,2022-08-20,24.8607,67.0011,22.89,84.49,243.66,0.05,5.83,27.89,1.43,0.22,4.0,openweather,Karachi
2022-08-20T15:00:00Z,2022-08-20,24.8607,67.0011,22.98,85.1,236.99,0.02,4.76,28.61,1.39,0.26,4.0,openweather,Karachi
2022-08-20T16:00:00Z,2022-08-20,24.8607,67.0011,22.77,83.81,233.65,0.01,3.94,29.68,1.42,0.32,4.0,openweather,Karachi
2022-08-20T17:00:00Z,2022-08-20,24.8607,67.0011,21.6,73.95,226.97,0.01,3.0,30.76,1.34,0.3,4.0,openweather,Karachi
2022-08-20T18:00:00Z,2022-08-20,24.8607,67.0011,20.89,65.71,223.64,0.01,2.55,31.47,1.27,0.29,4.0,openweather,Karachi
2022-08-20T19:00:00Z,2022-08-20,24.8607,67.0011,21.14,69.39,216.96,0.01,2.31,31.11,1.19,0.21,4.0,openweather,Karachi
2022-08-20T20:00:00Z,2022-08-20,24.8607,67.0011,21.83,80.43,208.62,0.0,1.82,31.11,1.12,0.07,4.0,openweather,Karachi
2022-08-20T21:00:00Z,2022-08-20,24.8607,67.0011,22.37,91.43,201.94,0.0,1.22,31.47,1.12,0.03,4.0,openweather,Karachi
2022-08-20T22:00:00Z,2022-08-20,24.8607,67.0011,22.93,93.63,201.94,0.0,0.91,32.19,1.07,0.03,4.0,openweather,Karachi
2022-08-20T23:00:00Z,2022-08-20,24.8607,67.0011,23.68,91.81,206.95,0.0,0.86,33.26,1.1,0.05,4.0,openweather,Karachi
2022-08-21T00:00:00Z,2022-08-21,24.8607,67.0011,24.56,95.04,208.62,0.0,0.88,33.62,1.15,0.08,4.0,openweather,Karachi
2022-08-21T01:00:00Z,2022-08-21,24.8607,67.0011,25.62,104.07,210.29,0.0,1.06,33.62,1.25,0.11,5.0,openweather,Karachi
2022-08-21T02:00:00Z,2022-08-21,24.8607,67.0011,26.23,104.03,213.62,0.0,1.5,33.26,1.37,0.16,5.0,openweather,Karachi
2022-08-21T03:00:00Z,2022-08-21,24.8607,67.0011,26.03,90.47,240.33,0.03,3.38,31.83,1.56,0.36,4.0,openweather,Karachi
2022-08-21T04:00:00Z,2022-08-21,24.8607,67.0011,25.46,82.41,280.38,0.29,6.68,28.25,1.86,0.58,4.0,openweather,Karachi
2022-08-21T05:00:00Z,2022-08-21,24.8607,67.0011,25.37,83.17,283.72,0.62,6.94,27.89,1.97,0.66,4.0,openweather,Karachi
2022-08-21T06:00:00Z,2022-08-21,24.8607,67.0011,25.08,92.33,270.37,0.71,5.65,30.04,2.03,0.67,4.0,openweather,Karachi
2022-08-21T07:00:00Z,2022-08-21,24.8607,67.0011,24.11,88.19,250.34,0.63,4.41,31.83,1.88,0.51,4.0,openweather,Karachi
2022-08-21T08:00:00Z,2022-08-21,24.8607,67.0011,23.09,81.89,240.33,0.54,3.86,32.19,1.8,0.4,4.0,openweather,Karachi
2022-08-21T09:00:00Z,2022-08-21,24.8607,67.0011,22.89,84.39,236.99,0.52,3.77,31.83,1.65,0.32,4.0,openweather,Karachi
2022-08-21T10:00:00Z,2022-08-21,24.8607,67.0011,22.61,94.33,236.99,0.48,3.56,31.83,1.53,0.28,4.0,openweather,Karachi
2022-08-21T11:00:00Z,2022-08-21,24.8607,67.0011,21.89,93.08,236.99,0.42,3.73,31.47,1.53,0.28,4.0,openweather,Karachi
2022-08-21T12:00:00Z,2022-08-21,24.8607,67.0011,20.97,85.8,240.33,0.3,4.2,30.4,1.49,0.28,4.0,openweather,Karachi
2022-08-21T13:00:00Z,2022-08-21,24.8607,67.0011,21.13,89.44,253.68,0.18,5.48,28.61,1.49,0.29,4.0,openweather,Karachi
2022-08-21T14:00:00Z,2022-08-21,24.8607,67.0011,22.35,104.94,253.68,0.04,5.83,27.89,1.45,0.29,5.0,openweather,Karachi
2022-08-21T15:00:00Z,2022-08-21,24.8607,67.0011,22.87,112.3,240.33,0.01,4.58,29.68,1.39,0.3,5.0,openweather,Karachi
2022-08-21T16:00:00Z,2022-08-21,24.8607,67.0011,22.89,111.68,233.65,0.01,3.77,30.76,1.42,0.34,5.0,openweather,Karachi
2022-08-21T17:00:00Z,2022-08-21,24.8607,67.0011,23.34,112.1,223.64,0.01,2.78,32.54,1.3,0.28,5.0,openweather,Karachi
2022-08-21T18:00:00Z,2022-08-21,24.8607,67.0011,25.09,119.2,223.64,0.0,2.29,33.26,1.19,0.25,5.0,openweather,Karachi
2022-08-21T19:00:00Z,2022-08-21,24.8607,67.0011,25.57,109.75,226.97,0.0,2.1,33.97,1.1,0.17,5.0,openweather,Karachi
2022-08-21T20:00:00Z,2022-08-21,24.8607,67.0011,25.05,95.06,223.64,0.0,1.8,34.33,1.1,0.08,4.0,openweather,Karachi
2022-08-21T21:00:00Z,2022-08-21,24.8607,67.0011,25.55,91.83,223.64,0.0,1.67,34.33,1.42,0.15,4.0,openweather,Karachi
2022-08-21T22:00:00Z,2022-08-21,24.8607,67.0011,27.17,108.44,220.3,0.0,1.36,34.69,1.45,0.16,5.0,openweather,Karachi
2022-08-21T23:00:00Z,2022-08-21,24.8607,67.0011,28.21,124.9,216.96,0.0,1.24,34.69,1.48,0.16,5.0,openweather,Karachi
2022-08-22T00:00:00Z,2022-08-22,24.8607,67.0011,28.04,118.62,216.96,0.0,1.25,34.69,1.53,0.17,5.0,openweather,Karachi
2022-08-22T01:00:00Z,2022-08-22,24.8607,67.0011,27.47,111.51,216.96,0.0,1.48,33.97,1.7,0.2,5.0,openweather,Karachi
2022-08-22T02:00:00Z,2022-08-22,24.8607,67.0011,26.91,108.21,223.64,0.01,2.08,33.62,1.88,0.27,5.0,openweather,Karachi
2022-08-22T03:00:00Z,2022-08-22,24.8607,67.0011,26.45,104.75,253.68,0.28,4.07,31.83,2.15,0.54,5.0,openweather,Karachi
2022-08-22T04:00:00Z,2022-08-22,24.8607,67.0011,26.33,105.94,310.42,1.59,6.43,31.11,2.59,0.85,5.0,openweather,Karachi
2022-08-22T05:00:00Z,2022-08-22,24.8607,67.0011,25.99,105.85,320.43,2.32,6.34,35.41,2.8,0.97,5.0,openweather,Karachi
2022-08-22T06:00:00Z,2022-08-22,24.8607,67.0011,25.34,105.36,307.08,2.01,5.14,42.2,2.92,1.01,5.0,openweather,Karachi
2022-08-22T07:00:00Z,2022-08-22,24.8607,67.0011,24.27,101.42,290.39,1.59,4.28,45.78,2.8,0.89,5.0,openweather,Karachi
2022-08-22T08:00:00Z,2022-08-22,24.8607,67.0011,23.3,93.41,290.39,1.58,4.28,45.78,2.92,0.87,4.0,openweather,Karachi
2022-08-22T09:00:00Z,2022-08-22,24.8607,67.0011,22.5,85.62,300.41,1.82,4.8,45.06,2.98,0.88,4.0,openweather,Karachi
2022-08-22T10:00:00Z,2022-08-22,24.8607,67.0011,21.17,74.8,300.41,1.9,5.14,42.2,2.83,0.82,4.0,openweather,Karachi
2022-08-22T11:00:00Z,2022-08-22,24.8607,67.0011,20.24,68.82,300.41,1.84,5.83,37.19,2.83,0.81,4.0,openweather,Karachi
