datetime_utc,date,lat,lon,pm2_5,pm10,co,no,no2,o3,so2,nh3,ow_aqi_1to5,source,city
2024-02-23T03:00:00Z,2024-02-23,24.8607,67.0011,282.73,342.01,5928.04,92.98,91.85,0.69,39.58,85.12,5.0,openweather,Karachi
2024-02-23T04:00:00Z,2024-02-23,24.8607,67.0011,471.17,562.0,10360.72,216.36,126.12,4.25,55.79,116.53,5.0,openweather,Karachi
2024-02-23T05:00:00Z,2024-02-23,24.8607,67.0011,628.68,738.94,13671.88,275.37,205.64,11.27,67.71,141.86,5.0,openweather,Karachi
2024-02-23T06:00:00Z,2024-02-23,24.8607,67.0011,752.86,862.08,14312.74,180.6,350.95,42.56,72.48,135.78,5.0,openweather,Karachi
2024-02-23T07:00:00Z,2024-02-23,24.8607,67.0011,422.56,487.3,7049.56,40.23,235.8,133.04,56.74,62.82,5.0,openweather,Karachi
2024-02-23T08:00:00Z,2024-02-23,24.8607,67.0011,339.09,400.36,5020.14,21.68,169.99,178.81,41.01,43.57,5.0,openweather,Karachi
2024-02-23T09:00:00Z,2024-02-23,24.8607,67.0011,268.17,326.47,3898.62,15.42,124.75,183.11,30.28,34.96,5.0,openweather,Karachi
2024-02-23T10:00:00Z,2024-02-23,24.8607,67.0011,149.05,194.86,2563.48,12.63,85.0,144.48,21.7,24.57,5.0,openweather,Karachi
2024-02-23T11:00:00Z,2024-02-23,24.8607,67.0011,68.0,105.09,1668.93,11.18,60.32,101.57,25.75,16.09,4.0,openweather,Karachi
2024-02-23T12:00:00Z,2024-02-23,24.8607,67.0011,35.75,70.02,1068.12,5.92,43.18,100.14,26.7,10.13,3.0,openweather,Karachi
2024-02-23T13:00:00Z,2024-02-23,24.8607,67.0011,20.5,53.18,600.81,0.96,25.7,114.44,17.88,5.19,3.0,openweather,Karachi
2024-02-23T14:00:00Z,2024-02-23,24.8607,67.0011,22.53,57.77,720.98,0.04,34.27,95.84,13.59,6.9,3.0,openweather,Karachi
2024-02-23T15:00:00Z,2024-02-23,24.8607,67.0011,24.98,60.61,747.68,0.0,32.9,91.55,11.44,8.61,3.0,openweather,Karachi
2024-02-23T16:00:00Z,2024-02-23,24.8607,67.0011,29.72,65.62,821.11,0.0,32.9,89.41,11.09,11.02,3.0,openweather,Karachi
2024-02-23T17:00:00Z,2024-02-23,24.8607,67.0011,32.56,68.54,827.79,0.0,29.82,91.55,10.37,12.16,3.0,openweather,Karachi
2024-02-23T18:00:00Z,2024-02-23,24.8607,67.0011,33.34,69.13,807.76,0.0,27.08,92.98,9.18,12.29,3.0,openweather,Karachi
2024-02-23T19:00:00Z,2024-02-23,24.8607,67.0011,30.03,63.77,761.03,0.0,26.05,91.55,7.57,10.77,3.0,openweather,Karachi
2024-02-23T20:00:00Z,2024-02-23,24.8607,67.0011,24.36,53.9,674.25,0.0,24.33,90.84,6.2,8.36,3.0,openweather,Karachi
2024-02-23T21:00:00Z,2024-02-23,24.8607,67.0011,21.44,47.93,574.11,0.0,17.48,95.84,5.3,7.22,2.0,openweather,Karachi
2024-02-23T22:00:00Z,2024-02-23,24.8607,67.0011,21.15,47.4,527.38,0.0,12.68,101.57,5.13,7.16,3.0,openweather,Karachi
2024-02-23T23:00:00Z,2024-02-23,24.8607,67.0011,22.79,50.41,540.73,0.0,11.65,103.0,5.48,7.47,3.0,openweather,Karachi
2024-02-24T00:00:00Z,2024-02-24,24.8607,67.0011,26.5,55.49,600.81,0.0,13.37,101.57,6.32,8.23,3.0,openweather,Karachi
2024-02-24T01:00:00Z,2024-02-24,24.8607,67.0011,32.55,64.16,741.0,0.0,18.34,94.41,7.57,9.88,3.0,openweather,Karachi
2024-02-24T02:00:00Z,2024-02-24,24.8607,67.0011,45.64,82.39,1068.12,0.0,31.19,78.68,9.3,13.93,3.0,openweather,Karachi
2024-02-24T03:00:00Z,2024-02-24,24.8607,67.0011,76.49,121.29,1842.5,1.51,64.43,45.78,12.99,22.8,5.0,openweather,Karachi
2024-02-24T04:00:00Z,2024-02-24,24.8607,67.0011,116.74,168.25,3044.13,27.05,87.05,25.03,18.84,34.96,5.0,openweather,Karachi
2024-02-24T05:00:00Z,2024-02-24,24.8607,67.0011,144.99,198.8,3738.4,46.04,90.48,29.68,24.56,45.09,5.0,openweather,Karachi
2024-02-24T06:00:00Z,2024-02-24,24.8607,67.0011,130.27,182.76,2964.02,26.82,78.14,62.94,26.7,38.5,5.0,openweather,Karachi
2024-02-24T07:00:00Z,2024-02-24,24.8607,67.0011,44.03,88.1,921.25,4.3,25.36,128.75,22.89,12.03,3.0,openweather,Karachi
2024-02-24T08:00:00Z,2024-02-24,24.8607,67.0011,32.77,71.81,660.9,2.32,16.28,153.06,19.07,8.49,4.0,openweather,Karachi
2024-02-24T09:00:00Z,2024-02-24,24.8607,67.0011,33.33,70.4,640.87,1.9,15.42,168.8,17.17,8.11,4.0,openweather,Karachi
2024-02-24T10:00:00Z,2024-02-24,24.8607,67.0011,36.69,74.99,867.84,3.52,26.73,153.06,15.02,10.13,4.0,openweather,Karachi
2024-02-24T11:00:00Z,2024-02-24,24.8607,67.0011,37.31,79.45,1041.41,5.14,37.01,124.45,13.23,11.27,3.0,openweather,Karachi
2024-02-24T12:00:00Z,2024-02-24,24.8607,67.0011,36.94,81.99,961.3,4.02,38.73,114.44,16.69,9.75,3.0,openweather,Karachi
2024-02-24T13:00:00Z,2024-02-24,24.8607,67.0011,40.29,85.11,1014.71,1.9,47.98,98.71,22.65,8.49,3.0,openweather,Karachi
2024-02-24T14:00:00Z,2024-02-24,24.8607,67.0011,40.74,82.75,988.01,0.05,47.98,89.41,25.51,7.79,3.0,openweather,Karachi
2024-02-24T15:00:00Z,2024-02-24,24.8607,67.0011,37.42,76.99,741.0,0.0,31.19,107.29,26.94,6.84,3.0,openweather,Karachi
2024-02-24T16:00:00Z,2024-02-24,24.8607,67.0011,33.45,72.89,574.11,0.0,19.71,120.16,24.08,6.02,3.0,openweather,Karachi
2024-02-24T17:00:00Z,2024-02-24,24.8607,67.0011,31.76,73.75,554.08,0.0,16.96,115.87,15.97,6.65,3.0,openweather,Karachi
2024-02-24T18:00:00Z,2024-02-24,24.8607,67.0011,30.57,76.71,567.44,0.0,16.11,107.29,8.7,7.22,3.0,openweather,Karachi
2024-02-24T19:00:00Z,2024-02-24,24.8607,67.0011,32.81,81.32,660.9,0.0,20.22,95.84,6.2,7.92,3.0,openweather,Karachi
2024-02-24T20:00:00Z,2024-02-24,24.8607,67.0011,37.74,85.07,827.79,0.0,28.1,84.4,6.79,8.36,3.0,openweather,Karachi
2024-02-24T21:00:00Z,2024-02-24,24.8607,67.0011,48.8,94.94,1028.06,0.0,33.24,72.96,9.18,10.39,3.0,openweather,Karachi
2024-02-24T22:00:00Z,2024-02-24,24.8607,67.0011,63.05,107.59,1228.33,0.0,35.3,60.8,11.44,12.79,4.0,openweather,Karachi
2024-02-24T23:00:00Z,2024-02-24,24.8607,67.0011,84.07,128.26,1508.71,0.0,40.44,47.92,14.07,15.2,5.0,openweather,Karachi
2024-02-25T00:00:00Z,2024-02-25,24.8607,67.0011,108.97,157.22,1815.8,0.0,45.93,40.05,17.64,18.24,5.0,openweather,Karachi
2024-02-25T01:00:00Z,2024-02-25,24.8607,67.0011,122.06,176.16,1949.31,0.0,48.67,35.05,20.03,21.28,5.0,openweather,Karachi
2024-02-25T02:00:00Z,2024-02-25,24.8607,67.0011,132.88,191.77,2216.34,0.12,61.69,23.25,21.93,26.6,5.0,openweather,Karachi
2024-02-25T03:00:00Z,2024-02-25,24.8607,67.0011,181.33,252.69,3524.78,18.78,90.48,3.35,28.37,44.08,5.0,openweather,Karachi
2024-02-25T04:00:00Z,2024-02-25,24.8607,67.0011,211.71,301.33,4913.33,63.48,101.45,5.41,32.9,61.81,5.0,openweather,Karachi
2024-02-25T05:00:00Z,2024-02-25,24.8607,67.0011,174.05,270.52,4539.49,70.63,95.96,11.98,31.95,59.78,5.0,openweather,Karachi
2024-02-25T06:00:00Z,2024-02-25,24.8607,67.0011,128.32,217.34,3204.35,38.0,79.51,31.11,29.33,48.13,5.0,openweather,Karachi
2024-02-25T07:00:00Z,2024-02-25,24.8607,67.0011,35.53,90.52,640.87,2.79,21.25,130.18,39.1,9.37,3.0,openweather,Karachi
2024-02-25T08:00:00Z,2024-02-25,24.8607,67.0011,33.07,84.45,534.06,1.98,15.94,148.77,32.9,6.9,4.0,openweather,Karachi
2024-02-25T09:00:00Z,2024-02-25,24.8607,67.0011,33.89,79.57,534.06,1.9,15.94,155.93,31.47,6.46,4.0,openweather,Karachi
2024-02-25T10:00:00Z,2024-02-25,24.8607,67.0011,43.66,89.46,867.84,3.69,30.5,148.77,37.19,11.15,4.0,openweather,Karachi
2024-02-25T11:00:00Z,2024-02-25,24.8607,67.0011,64.07,116.51,1468.66,5.98,56.21,130.18,44.35,17.99,4.0,openweather,Karachi
2024-02-25T12:00:00Z,2024-02-25,24.8607,67.0011,77.61,136.8,1976.01,6.48,82.25,103.0,48.16,23.56,5.0,openweather,Karachi
2024-02-25T13:00:00Z,2024-02-25,24.8607,67.0011,110.27,181.33,3231.05,8.72,143.95,39.34,56.27,35.46,5.0,openweather,Karachi
2024-02-25T14:00:00Z,2024-02-25,24.8607,67.0011,153.52,237.16,4859.92,35.76,180.96,0.51,62.94,48.64,5.0,openweather,Karachi
2024-02-25T15:00:00Z,2024-02-25,24.8607,67.0011,200.27,293.71,5981.45,67.06,178.22,0.0,61.99,59.78,5.0,openweather,Karachi
2024-02-25T16:00:00Z,2024-02-25,24.8607,67.0011,236.0,338.52,6195.07,66.16,167.25,0.0,57.7,67.89,5.0,openweather,Karachi
2024-02-25T17:00:00Z,2024-02-25,24.8607,67.0011,224.21,323.68,5287.17,40.23,139.83,0.0,49.59,67.89,5.0,openweather,Karachi
2024-02-25T18:00:00Z,2024-02-25,24.8607,67.0011,166.44,244.71,3685.0,9.83,102.82,2.91,37.67,56.24,5.0,openweather,Karachi
2024-02-25T19:00:00Z,2024-02-25,24.8607,67.0011,84.96,136.21,1869.2,0.0,47.98,57.22,23.37,32.42,5.0,openweather,Karachi
2024-02-25T20:00:00Z,2024-02-25,24.8607,67.0011,47.96,84.89,988.01,0.0,23.65,95.84,14.66,17.99,3.0,openweather,Karachi
2024-02-25T21:00:00Z,2024-02-25,24.8607,67.0011,37.05,65.31,680.92,0.0,14.57,110.15,12.87,13.05,3.0,openweather,Karachi
2024-02-25T22:00:00Z,2024-02-25,24.8607,67.0011,29.61,52.63,520.71,0.0,9.85,121.59,12.28,9.75,3.0,openweather,Karachi
2024-02-25T23:00:00Z,2024-02-25,24.8607,67.0011,29.07,49.77,487.33,0.0,9.0,124.45,12.04,8.74,3.0,openweather,Karachi
2024-02-26T00:00:00Z,2024-02-26,24.8607,67.0011,29.67,46.64,480.65,0.0,9.0,124.45,12.16,8.23,3.0,openweather,Karachi
2024-02-26T01:00:00Z,2024-02-26,24.8607,67.0011,29.42,43.95,487.33,0.0,9.85,123.02,12.76,7.98,3.0,openweather,Karachi
2024-02-26T02:00:00Z,2024-02-26,24.8607,67.0011,31.73,46.27,574.11,0.0,14.05,118.73,15.14,9.12,3.0,openweather,Karachi
2024-02-26T03:00:00Z,2024-02-26,24.8607,67.0011,38.63,56.96,794.41,0.05,24.68,108.72,19.79,12.16,3.0,openweather,Karachi
2024-02-26T04:00:00Z,2024-02-26,24.8607,67.0011,41.38,61.34,921.25,1.12,32.9,100.14,24.8,12.79,3.0,openweather,Karachi
2024-02-26T05:00:00Z,2024-02-26,24.8607,67.0011,41.36,61.67,907.9,3.02,31.19,103.0,30.28,12.41,3.0,openweather,Karachi
2024-02-26T06:00:00Z,2024-02-26,24.8607,67.0011,39.12,58.38,814.44,3.86,26.39,113.01,36.72,11.15,3.0,openweather,Karachi
2024-02-26T07:00:00Z,2024-02-26,24.8607,67.0011,33.6,50.29,680.92,3.63,22.28,127.32,42.44,8.61,3.0,openweather,Karachi
2024-02-26T08:00:00Z,2024-02-26,24.8607,67.0011,32.19,47.66,620.84,3.19,20.73,140.19,47.68,7.41,4.0,openweather,Karachi
2024-02-26T09:00:00Z,2024-02-26,24.8607,67.0011,31.95,45.95,574.11,2.51,18.85,154.5,45.78,6.65,4.0,openweather,Karachi
2024-02-26T10:00:00Z,2024-02-26,24.8607,67.0011,35.79,51.44,700.95,2.91,24.33,155.93,43.39,8.87,4.0,openweather,Karachi
2024-02-26T11:00:00Z,2024-02-26,24.8607,67.0011,38.73,59.57,947.95,3.91,35.99,140.19,42.92,12.41,4.0,openweather,Karachi
2024-02-26T12:00:00Z,2024-02-26,24.8607,67.0011,37.27,62.7,1148.22,4.02,47.98,115.87,40.53,14.69,3.0,openweather,Karachi
2024-02-26T13:00:00Z,2024-02-26,24.8607,67.0011,38.99,66.05,1428.6,2.37,67.17,87.26,44.82,17.23,3.0,openweather,Karachi
2024-02-26T14:00:00Z,2024-02-26,24.8607,67.0011,41.54,66.74,1428.6,0.06,65.8,84.4,45.78,17.73,3.0,openweather,Karachi
2024-02-26T15:00:00Z,2024-02-26,24.8607,67.0011,45.03,69.06,1094.82,0.0,38.73,105.86,30.04,16.47,3.0,openweather,Karachi
2024-02-26T16:00:00Z,2024-02-26,24.8607,67.0011,46.29,66.7,827.79,0.0,20.56,113.01,15.97,14.57,3.0,openweather,Karachi
2024-02-26T17:00:00Z,2024-02-26,24.8607,67.0011,50.74,72.33,841.14,0.0,18.16,107.29,13.47,16.47,4.0,openweather,Karachi
2024-02-26T18:00:00Z,2024-02-26,24.8607,67.0011,50.79,73.54,847.82,0.0,17.31,103.0,13.11,17.73,4.0,openweather,Karachi
2024-02-26T19:00:00Z,2024-02-26,24.8607,67.0011,42.82,65.64,774.38,0.0,15.59,103.0,13.83,15.33,3.0,openweather,Karachi
2024-02-26T20:00:00Z,2024-02-26,24.8607,67.0011,34.94,55.26,620.84,0.0,11.82,105.86,11.56,10.51,3.0,openweather,Karachi
2024-02-26T21:00:00Z,2024-02-26,24.8607,67.0011,33.37,53.65,540.73,0.0,8.83,113.01,9.54,8.74,3.0,openweather,Karachi
2024-02-26T22:00:00Z,2024-02-26,24.8607,67.0011,38.12,58.89,520.71,0.0,7.63,118.73,9.66,8.11,3.0,openweather,Karachi
2024-02-26T23:00:00Z,2024-02-26,24.8607,67.0011,42.3,60.77,527.38,0.0,7.37,118.73,10.25,7.22,3.0,openweather,Karachi
2024-02-27T00:00:00Z,2024-02-27,24.8607,67.0011,40.71,57.36,534.06,0.0,7.54,114.44,10.01,6.52,3.0,openweather,Karachi
2024-02-27T01:00:00Z,2024-02-27,24.8607,67.0011,37.02,53.05,547.41,0.0,8.4,113.01,9.89,6.4,3.0,openweather,Karachi
2024-02-27T02:00:00Z,2024-02-27,24.8607,67.0011,39.82,54.62,640.87,0.0,12.51,108.72,11.32,8.11,3.0,openweather,Karachi
2024-02-27T03:00:00Z,2024-02-27,24.8607,67.0011,47.18,61.91,854.49,0.14,22.28,101.57,13.47,11.15,3.0,openweather,Karachi
2024-02-27T04:00:00Z,2024-02-27,24.8607,67.0011,49.47,64.19,1001.36,1.93,27.76,98.71,14.9,12.29,3.0,openweather,Karachi
2024-02-27T05:00:00Z,2024-02-27,24.8607,67.0011,48.24,64.49,947.95,3.19,23.99,110.15,15.5,11.65,3.0,openweather,Karachi
2024-02-27T06:00:00Z,2024-02-27,24.8607,67.0011,46.12,66.73,841.14,2.79,18.16,125.89,15.5,10.39,3.0,openweather,Karachi
2024-02-27T07:00:00Z,2024-02-27,24.8607,67.0011,42.96,70.61,734.33,2.24,14.57,140.19,15.5,8.61,4.0,openweather,Karachi
2024-02-27T08:00:00Z,2024-02-27,24.8607,67.0011,40.73,69.72,687.6,2.07,13.71,145.91,16.21,7.73,4.0,openweather,Karachi
2024-02-27T09:00:00Z,2024-02-27,24.8607,67.0011,37.49,62.69,660.9,2.01,13.71,147.34,16.69,7.16,4.0,openweather,Karachi
2024-02-27T10:00:00Z,2024-02-27,24.8607,67.0011,35.03,55.34,660.9,2.04,14.57,144.48,16.93,7.22,4.0,openweather,Karachi
2024-02-27T11:00:00Z,2024-02-27,24.8607,67.0011,36.27,53.83,700.95,2.04,16.62,140.19,17.88,7.98,4.0,openweather,Karachi
2024-02-27T12:00:00Z,2024-02-27,24.8607,67.0011,37.3,53.34,761.03,1.79,20.39,131.61,18.84,8.74,3.0,openweather,Karachi
2024-02-27T13:00:00Z,2024-02-27,24.8607,67.0011,36.59,50.88,841.14,0.91,26.73,120.16,18.6,9.75,3.0,openweather,Karachi
2024-02-27T14:00:00Z,2024-02-27,24.8607,67.0011,37.09,50.57,894.55,0.04,28.45,110.15,18.12,11.15,3.0,openweather,Karachi
2024-02-27T15:00:00Z,2024-02-27,24.8607,67.0011,39.68,53.56,907.9,0.0,25.36,111.58,17.4,12.92,3.0,openweather,Karachi
2024-02-27T16:00:00Z,2024-02-27,24.8607,67.0011,45.99,61.85,988.01,0.0,25.7,111.58,18.84,16.21,3.0,openweather,Karachi
2024-02-27T17:00:00Z,2024-02-27,24.8607,67.0011,50.33,66.95,1001.36,0.0,23.99,113.01,18.36,17.73,4.0,openweather,Karachi
2024-02-27T18:00:00Z,2024-02-27,24.8607,67.0011,53.29,69.68,988.01,0.0,22.96,115.87,17.64,17.99,4.0,openweather,Karachi
2024-02-27T19:00:00Z,2024-02-27,24.8607,67.0011,50.09,64.62,894.55,0.0,20.56,118.73,16.69,15.58,4.0,openweather,Karachi
2024-02-27T20:00:00Z,2024-02-27,24.8607,67.0011,43.16,54.78,720.98,0.0,15.42,125.89,15.5,11.91,3.0,openweather,Karachi
2024-02-27T21:00:00Z,2024-02-27,24.8607,67.0011,40.95,51.87,634.19,0.0,11.65,130.18,15.02,10.64,3.0,openweather,Karachi
2024-02-27T22:00:00Z,2024-02-27,24.8607,67.0011,40.02,50.94,600.81,0.0,10.11,131.61,14.54,10.39,3.0,openweather,Karachi
2024-02-27T23:00:00Z,2024-02-27,24.8607,67.0011,40.68,52.06,600.81,0.0,9.85,130.18,14.78,10.26,3.0,openweather,Karachi
2024-02-28T00:00:00Z,2024-02-28,24.8607,67.0011,41.88,53.79,607.49,0.0,10.11,128.75,15.5,10.51,3.0,openweather,Karachi
2024-02-28T01:00:00Z,2024-02-28,24.8607,67.0011,44.17,56.77,647.54,0.0,11.82,127.32,16.69,11.02,3.0,openweather,Karachi
2024-02-28T02:00:00Z,2024-02-28,24.8607,67.0011,51.92,66.68,827.79,0.0,18.34,120.16,19.55,13.81,4.0,openweather,Karachi
2024-02-28T03:00:00Z,2024-02-28,24.8607,67.0011,68.27,88.2,1255.04,0.32,35.99,103.0,24.56,19.76,4.0,openweather,Karachi
2024-02-28T04:00:00Z,2024-02-28,24.8607,67.0011,75.08,98.74,1548.77,3.69,47.3,95.84,28.85,22.04,5.0,openweather,Karachi
2024-02-28T05:00:00Z,2024-02-28,24.8607,67.0011,69.84,94.09,1415.25,5.59,41.13,108.72,30.99,20.27,4.0,openweather,Karachi
2024-02-28T06:00:00Z,2024-02-28,24.8607,67.0011,62.71,86.5,1161.58,4.47,30.16,131.61,30.99,17.48,4.0,openweather,Karachi
2024-02-28T07:00:00Z,2024-02-28,24.8607,67.0011,48.83,69.95,847.82,2.88,20.05,150.2,29.8,12.16,4.0,openweather,Karachi
2024-02-28T08:00:00Z,2024-02-28,24.8607,67.0011,46.67,68.72,767.71,2.54,18.34,160.22,32.42,10.77,4.0,openweather,Karachi
2024-02-28T09:00:00Z,2024-02-28,24.8607,67.0011,48.3,72.08,761.03,2.43,18.68,167.37,34.81,10.26,4.0,openweather,Karachi
2024-02-28T10:00:00Z,2024-02-28,24.8607,67.0011,64.79,93.82,1134.87,4.14,33.59,163.08,41.01,14.69,4.0,openweather,Karachi
2024-02-28T11:00:00Z,2024-02-28,24.8607,67.0011,91.08,128.16,1789.09,6.54,58.26,147.34,46.25,22.04,5.0,openweather,Karachi
2024-02-28T12:00:00Z,2024-02-28,24.8607,67.0011,106.09,150.16,2349.85,7.49,84.31,117.3,50.54,27.61,5.0,openweather,Karachi
2024-02-28T13:00:00Z,2024-02-28,24.8607,67.0011,115.52,163.31,2937.32,5.03,117.9,71.53,53.41,32.93,5.0,openweather,Karachi
2024-02-28T14:00:00Z,2024-02-28,24.8607,67.0011,122.19,171.62,3284.45,0.23,132.98,35.41,50.07,36.98,5.0,openweather,Karachi
2024-02-28T15:00:00Z,2024-02-28,24.8607,67.0011,135.96,189.12,3284.45,0.02,119.27,30.76,43.39,43.06,5.0,openweather,Karachi
2024-02-28T16:00:00Z,2024-02-28,24.8607,67.0011,142.81,197.83,2964.02,0.0,91.85,43.99,38.15,46.1,5.0,openweather,Karachi
2024-02-28T17:00:00Z,2024-02-28,24.8607,67.0011,140.34,193.96,2590.18,0.0,69.23,60.8,32.9,44.58,5.0,openweather,Karachi
2024-02-28T18:00:00Z,2024-02-28,24.8607,67.0011,135.61,185.96,2349.85,0.0,58.26,72.96,28.61,42.56,5.0,openweather,Karachi
2024-02-28T19:00:00Z,2024-02-28,24.8607,67.0011,117.88,162.64,2029.42,0.0,50.72,80.82,24.08,35.46,5.0,openweather,Karachi
2024-02-28T20:00:00Z,2024-02-28,24.8607,67.0011,91.23,127.6,1535.42,0.0,38.39,90.84,19.07,25.33,5.0,openweather,Karachi
2024-02-28T21:00:00Z,2024-02-28,24.8607,67.0011,80.06,112.01,1201.63,0.0,26.73,100.14,16.45,21.28,5.0,openweather,Karachi
2024-02-28T22:00:00Z,2024-02-28,24.8607,67.0011,80.69,112.06,1108.17,0.0,21.25,103.0,15.97,21.53,5.0,openweather,Karachi
2024-02-28T23:00:00Z,2024-02-28,24.8607,67.0011,84.25,116.42,1134.87,0.0,20.39,100.14,16.21,22.8,5.0,openweather,Karachi
2024-02-29T00:00:00Z,2024-02-29,24.8607,67.0011,87.79,121.71,1174.93,0.0,21.08,97.27,16.93,23.56,5.0,openweather,Karachi
2024-02-29T01:00:00Z,2024-02-29,24.8607,67.0011,91.65,127.77,1255.04,0.0,25.02,91.55,17.88,24.83,5.0,openweather,Karachi
2024-02-29T02:00:00Z,2024-02-29,24.8607,67.0011,109.5,150.98,1695.63,0.0,41.13,76.53,20.98,31.16,5.0,openweather,Karachi
2024-02-29T03:00:00Z,2024-02-29,24.8607,67.0011,169.76,226.6,3124.24,2.15,94.59,32.9,29.8,50.16,5.0,openweather,Karachi
2024-02-29T04:00:00Z,2024-02-29,24.8607,67.0011,227.47,304.8,4806.52,37.1,123.38,15.74,38.62,67.89,5.0,openweather,Karachi
2024-02-29T05:00:00Z,2024-02-29,24.8607,67.0011,243.49,335.71,5340.58,56.33,131.61,27.54,43.39,70.93,5.0,openweather,Karachi
2024-02-29T06:00:00Z,2024-02-29,24.8607,67.0011,232.77,330.12,4646.3,36.21,128.87,64.37,45.78,64.34,5.0,openweather,Karachi
2024-02-29T07:00:00Z,2024-02-29,24.8607,67.0011,232.94,334.03,4058.84,20.34,120.64,118.73,55.31,54.72,5.0,openweather,Karachi
2024-02-29T08:00:00Z,2024-02-29,24.8607,67.0011,310.52,433.05,4913.33,19.45,152.17,165.94,60.56,58.77,5.0,openweather,Karachi
2024-02-29T09:00:00Z,2024-02-29,24.8607,67.0011,316.64,444.8,4592.9,16.09,156.28,203.13,59.6,49.14,5.0,openweather,Karachi
2024-02-29T10:00:00Z,2024-02-29,24.8607,67.0011,269.57,394.03,3898.62,13.63,141.2,200.27,45.3,38.5,5.0,openweather,Karachi
2024-02-29T11:00:00Z,2024-02-29,24.8607,67.0011,205.34,323.3,3150.94,11.29,120.64,174.52,31.47,29.89,5.0,openweather,Karachi
2024-02-29T12:00:00Z,2024-02-29,24.8607,67.0011,149.16,255.98,2456.67,8.49,105.56,138.76,21.93,23.81,5.0,openweather,Karachi
2024-02-29T13:00:00Z,2024-02-29,24.8607,67.0011,119.85,210.92,2323.15,5.14,115.16,83.68,17.17,21.79,5.0,openweather,Karachi
2024-02-29T14:00:00Z,2024-02-29,24.8607,67.0011,102.42,177.32,2082.82,0.24,108.3,47.92,13.71,19.76,5.0,openweather,Karachi
2024-02-29T15:00:00Z,2024-02-29,24.8607,67.0011,88.29,151.34,1495.36,0.0,64.43,80.11,10.37,16.72,5.0,openweather,Karachi
2024-02-29T16:00:00Z,2024-02-29,24.8607,67.0011,76.15,131.98,1028.06,0.0,34.62,111.58,8.11,13.3,5.0,openweather,Karachi
2024-02-29T17:00:00Z,2024-02-29,24.8607,67.0011,72.14,124.24,881.2,0.0,25.02,118.73,7.33,11.91,4.0,openweather,Karachi
2024-02-29T18:00:00Z,2024-02-29,24.8607,67.0011,68.1,117.43,767.71,0.0,18.68,123.02,6.74,10.01,4.0,openweather,Karachi
2024-02-29T19:00:00Z,2024-02-29,24.8607,67.0011,60.7,105.99,627.52,0.0,13.19,128.75,6.02,6.9,4.0,openweather,Karachi
2024-02-29T20:00:00Z,2024-02-29,24.8607,67.0011,57.66,99.99,560.76,0.0,11.14,130.18,5.42,4.94,4.0,openweather,Karachi
2024-02-29T21:00:00Z,2024-02-29,24.8607,67.0011,59.85,101.27,547.41,0.0,9.17,130.18,5.48,4.69,4.0,openweather,Karachi
2024-02-29T22:00:00Z,2024-02-29,24.8607,67.0011,65.43,107.02,580.79,0.0,8.31,125.89,5.25,5.19,4.0,openweather,Karachi
2024-02-29T23:00:00Z,2024-02-29,24.8607,67.0011,70.18,111.23,640.87,0.0,8.74,118.73,5.36,5.83,4.0,openweather,Karachi
2024-03-01T00:00:00Z,2024-03-01,24.8607,67.0011,75.48,116.12,700.95,0.0,10.11,113.01,6.2,6.46,5.0,openweather,Karachi
2024-03-01T01:00:00Z,2024-03-01,24.8607,67.0011,81.54,122.05,794.41,0.0,14.05,108.72,7.63,7.41,5.0,openweather,Karachi
2024-03-01T02:00:00Z,2024-03-01,24.8607,67.0011,92.93,134.78,1068.12,0.0,26.05,95.84,11.68,10.89,5.0,openweather,Karachi
2024-03-01T03:00:00Z,2024-03-01,24.8607,67.0011,129.35,180.92,1922.61,0.59,63.06,59.37,23.13,21.53,5.0,openweather,Karachi
2024-03-01T04:00:00Z,2024-03-01,24.8607,67.0011,162.89,232.04,2723.69,9.83,89.11,37.91,35.29,29.13,5.0,openweather,Karachi
2024-03-01T05:00:00Z,2024-03-01,24.8607,67.0011,163.3,246.25,2750.4,16.32,87.74,44.7,34.81,28.12,5.0,openweather,Karachi
2024-03-01T06:00:00Z,2024-03-01,24.8607,67.0011,144.9,230.12,2296.45,12.96,76.77,66.52,30.04,23.56,5.0,openweather,Karachi
2024-03-01T07:00:00Z,2024-03-01,24.8607,67.0011,78.79,124.55,988.01,2.24,31.87,105.86,13.83,9.37,5.0,openweather,Karachi
2024-03-01T08:00:00Z,2024-03-01,24.8607,67.0011,49.4,69.98,587.46,0.73,16.28,105.86,7.09,4.69,3.0,openweather,Karachi
2024-03-01T09:00:00Z,2024-03-01,24.8607,67.0011,31.69,39.52,480.65,0.29,12.68,95.84,5.66,3.36,3.0,openweather,Karachi
2024-03-01T10:00:00Z,2024-03-01,24.8607,67.0011,15.96,18.45,417.23,0.16,11.31,80.82,4.77,2.66,2.0,openweather,Karachi
2024-03-01T11:00:00Z,2024-03-01,24.8607,67.0011,8.09,9.94,427.25,0.28,13.19,70.81,4.95,2.66,2.0,openweather,Karachi
2024-03-01T12:00:00Z,2024-03-01,24.8607,67.0011,5.72,7.76,453.95,0.34,15.59,72.96,4.83,2.66,2.0,openweather,Karachi
2024-03-01T13:00:00Z,2024-03-01,24.8607,67.0011,5.54,8.13,500.68,0.28,19.36,75.82,4.95,2.98,2.0,openweather,Karachi
2024-03-01T14:00:00Z,2024-03-01,24.8607,67.0011,5.37,8.34,480.65,0.01,17.65,81.54,4.35,2.85,2.0,openweather,Karachi
